"sample_id","Ba_Ca_measurement","Ba_Ca_precision"
6955,0.0962727272727272,NA
6956,0.0961,NA
6957,0.118725,NA
6958,0.083925,NA
6959,0.0649833333333332,NA
6960,0.0791272727272708,NA
6961,0.052281818181819,NA
6962,0.0427454545454545,NA
6963,0.0509999999999993,NA
6964,0.035,NA
6965,0.0531,NA
6966,0.0575636363636365,NA
6967,0.0598999999999995,NA
6968,0.041,NA
6969,0.0461333333333326,NA
6970,0.0411333333333334,NA
6971,0.0437666666666669,NA
6972,0.0529833333333336,NA
6973,0.0427181818181818,NA
6974,0.0374727272727273,NA
6976,0.0254181818181818,NA
6977,0.036,NA
6978,0.0411,NA
6979,0.0342,NA
6980,0.0401999999999996,NA
6981,0.0452,NA
6982,0.0418,NA
6983,0.0397,NA
6984,0.0414,NA
6985,0.0391916666666663,NA
6986,0.0389000000000007,NA
6987,0.04,NA
6988,0.0404,NA
6989,0.0366083333333348,NA
6990,0.0417363636363636,NA
6991,0.0436500000000003,NA
6992,0.0423,NA
6993,0.0386083333333337,NA
6994,0.0374,NA
6995,0.0379,NA
6996,0.0426545454545454,NA
6997,0.0454545454545458,NA
6998,0.0422,NA
6999,0.0419,NA
7000,0.0404,NA
7001,0.0466272727272727,NA
7002,0.0392,NA
7003,0.0507545454545455,NA
7004,0.047,NA
7005,0.0477272727272727,NA
7006,0.0444,NA
7007,0.0495,NA
7008,0.0454,NA
7009,0.0477272727272721,NA
7010,0.0492,NA
7011,0.0516916666666663,NA
7012,0.0479,NA
7013,0.0437,NA
7014,0.0463000000000013,NA
7015,0.0539181818181833,NA
7016,0.044109090909091,NA
7017,0.04,NA
7018,0.0448,NA
7019,0.0403,NA
7020,0.0434090909090906,NA
7021,0.048033333333333,NA
7022,0.0433,NA
7023,0.0510166666666666,NA
7024,0.0523333333333347,NA
7025,0.0566666666666662,NA
7026,0.0639333333333326,NA
7027,0.0382,NA
7028,0.0456,NA
7029,0.0465,NA
7030,0.0405,NA
7031,0.044,NA
7032,0.0403666666666673,NA
7033,0.0398090909090913,NA
7034,0.0401,NA
7035,0.0401,NA
7036,0.0381,NA
7037,0.041754545454545,NA
7038,0.0444083333333337,NA
7039,0.0445,NA
7040,0.0472,NA
7041,0.0445,NA
7042,0.0437818181818187,NA
7043,0.045,NA
7044,0.0429666666666646,NA
7045,0.046475,NA
7046,0.0458000000000001,NA
7047,0.0438,NA
7048,0.0484,NA
7049,0.0531,NA
7050,0.0534,NA
7051,0.0535,NA
7052,0.0469,NA
7053,0.05415,NA
7054,0.0559363636363639,NA
7055,0.0524,NA
7056,0.0594333333333323,NA
7057,0.053475,NA
7058,0.0534,NA
7059,0.0581545454545457,NA
7060,0.0595272727272733,NA
7061,0.0564,NA
7062,0.0546,NA
7063,0.0545,NA
7064,0.0578083333333318,NA
7065,0.0617454545454562,NA
7066,0.0564000000000007,NA
7067,0.0664545454545434,NA
7068,0.0755583333333308,NA
7069,0.0694,NA
7070,0.0621,NA
7071,0.0695,NA
7072,0.0899,NA
7073,0.0956,NA
7074,0.0499,NA
7075,0.0619500000000031,NA
7076,0.0524250000000015,NA
7077,0.0484333333333351,NA
7078,0.0492363636363637,NA
7079,0.0333166666666658,NA
7081,0.048000000000001,NA
7082,0.0869,NA
7083,0.0708636363636372,NA
7084,0.0688454545454545,NA
7085,0.0576,NA
7086,0.0604,NA
7087,0.0423,NA
7088,0.0427,NA
7089,0.0371,NA
7090,0.0403,NA
7091,0.0410454545454543,NA
7092,0.0368,NA
7093,0.0408,NA
7094,0.0415333333333329,NA
7095,0.0423,NA
7096,0.0371454545454548,NA
7097,0.0375363636363638,NA
7098,0.0421,NA
7099,0.038025,NA
7100,0.0430083333333336,NA
7101,0.0403,NA
7102,0.0378,NA
7103,0.0436,NA
7104,0.0431454545454543,NA
7105,0.04365,NA
7106,0.0437,NA
7107,0.04905,NA
7108,0.0468181818181815,NA
7109,0.0524,NA
7110,0.0443181818181815,NA
7111,0.0404,NA
7112,0.0423333333333342,NA
7113,0.041,NA
7114,0.0497818181818181,NA
7115,0.0605818181818182,NA
7116,0.0464000000000016,NA
7117,0.0747,NA
7118,0.0640666666666679,NA
7120,0.075725,NA
7121,0.0714500000000069,NA
7122,0.103254545454546,NA
7123,0.113736363636362,NA
7124,0.0827,NA
7125,0.0467,NA
7126,0.0309,NA
7127,0.0342749999999979,NA
7129,0.0296,NA
7130,0.0316290909090909,NA
7131,0.0385745454545461,NA
7132,0.0335633333333333,NA
7133,0.0308233333333353,NA
7134,0.0337854545454543,NA
7135,0.0345854545454541,NA
7136,0.0386581818181817,NA
7137,0.036,NA
7138,0.0442909090909075,NA
7139,0.0427,NA
7140,0.0357,NA
7141,0.0372133333333321,NA
7142,0.0396054545454545,NA
7143,0.0429133333333366,NA
7144,0.0389,NA
7145,0.0384466666666657,NA
7146,0.0339949999999998,NA
7147,0.0394350000000006,NA
7148,0.0334,NA
7149,0.0426,NA
7150,0.0369799999999989,NA
7151,0.0422566666666652,NA
7152,0.0383800000000005,NA
7153,0.0343799999999996,NA
7154,0.0371,NA
7155,0.0349690909090906,NA
7156,0.0339599999999996,NA
7157,0.0357,NA
7158,0.034060000000001,NA
7159,0.033,NA
7160,0.0303,NA
7161,0.0283,NA
7162,0.036,NA
7163,0.0381,NA
7164,0.032410000000001,NA
7165,0.0276549999999996,NA
7166,0.0272290909090909,NA
7167,0.0313,NA
7168,0.0341254545454544,NA
7169,0.0288716666666666,NA
7170,0.029,NA
7171,0.0302,NA
7172,0.0292054545454543,NA
7173,0.0262400000000037,NA
7174,0.0291454545454549,NA
7175,0.0268272727272729,NA
7176,0.0255363636363635,NA
7177,0.0259983333333332,NA
7178,0.026966666666666,NA
7179,0.0258,NA
7180,0.0328327272727283,NA
7181,0.0263054545454545,NA
7182,0.0279,NA
7183,0.0295709090909087,NA
7184,0.0291,NA
7185,0.0317,NA
7186,0.028416666666668,NA
7187,0.0291,NA
7188,0.0269,NA
7189,0.0301,NA
7190,0.0286466666666682,NA
7191,0.0311799999999998,NA
7192,0.034925000000001,NA
7193,0.0310763636363634,NA
7194,0.0288090909090899,NA
7195,0.0305127272727274,NA
7196,0.0313816666666661,NA
7197,0.0296,NA
7198,0.0307399999999998,NA
7199,0.0378,NA
7200,0.0334181818181809,NA
7201,0.033,NA
7202,0.0296763636363638,NA
7203,0.0365,NA
7204,0.0324666666666665,NA
7205,0.0299,NA
7206,0.0309400000000006,NA
7207,0.0330272727272734,NA
7208,0.032480000000006,NA
7209,0.0298900000000009,NA
7210,0.0337500000000005,NA
7211,0.0343700000000004,NA
7212,0.0345,NA
7213,0.0324454545454563,NA
7214,0.0335516666666664,NA
7215,0.0414,NA
7216,0.0347,NA
7217,0.0375,NA
7218,0.0368849999999948,NA
7219,0.0348036363636369,NA
7220,0.0342345454545456,NA
7221,0.0363654545454549,NA
7222,0.0441,NA
7223,0.0389,NA
7224,0.0462,NA
7225,0.0389,NA
7226,0.0397,NA
7227,0.0538399999999994,NA
7228,0.0436,NA
7229,0.0538149999999988,NA
7230,0.0484,NA
7231,0.0509,NA
7232,0.041798181818182,NA
7233,0.0429,NA
7234,0.0415254545454536,NA
7235,0.0333600000000012,NA
7236,0.0376349999999993,NA
7237,0.032,NA
7238,0.0381,NA
7239,0.0390727272727275,NA
7240,0.0349290909090909,NA
7241,0.0318966666666666,NA
7242,0.0377399999999985,NA
7243,0.0397,NA
7244,0.0301,NA
7245,0.0386381818181813,NA
7246,0.0344500000000013,NA
7247,0.0371,NA
7248,0.031,NA
7249,0.0332600000000003,NA
7250,0.0343,NA
7251,0.0313,NA
7252,0.037,NA
7253,0.0365072727272747,NA
7254,0.0352,NA
7255,0.0405,NA
7256,0.0403600000000001,NA
7257,0.0369933333333329,NA
7258,0.0357,NA
7259,0.0407149999999997,NA
7260,0.0397654545454546,NA
7261,0.0504533333333327,NA
7262,0.034059999999994,NA
7263,0.0423,NA
7264,0.048,NA
7265,0.047,NA
7266,0.0411,NA
7267,0.0496,NA
7268,0.0456133333333328,NA
7269,0.0509,NA
7270,0.0462909090909088,NA
7271,0.0459836363636363,NA
7272,0.0488545454545426,NA
7273,0.0465254545454578,NA
7274,0.0459316666666694,NA
7275,0.0488,NA
7276,0.0503,NA
7277,0.0488,NA
7278,0.0415383333333319,NA
7279,0.0471581818181822,NA
7280,0.0465666666666689,NA
7281,0.0505,NA
7282,0.0452,NA
7283,0.0612836363636374,NA
7284,0.0545,NA
7285,0.0521750000000008,NA
7286,0.0529233333333341,NA
7287,0.0557,NA
7288,0.0547200000000066,NA
7289,0.0497550000000079,NA
7290,0.0529745454545451,NA
7291,0.0518299999999999,NA
7292,0.0483,NA
7293,0.0467,NA
7294,0.0563133333333333,NA
7295,0.0851199999999978,NA
7296,0.0588800000000002,NA
7297,0.0621909090909083,NA
7298,0.0667,NA
7299,0.0534,NA
7300,0.0635966666666663,NA
7301,0.0726836363636362,NA
7302,0.1591,NA
7303,0.0303,NA
7304,0.0284,NA
7305,0.0281527272727272,NA
7306,0.0288,NA
7307,0.0268,NA
7308,0.0262,NA
7309,0.0244,NA
7310,0.0228400000000003,NA
7311,0.0255,NA
7312,0.0213616666666665,NA
7313,0.0218,NA
7314,0.0244,NA
7315,0.0259,NA
7316,0.0245,NA
7317,0.021966666666667,NA
7318,0.0283272727272775,NA
7319,0.0287,NA
7320,0.0279800000000002,NA
7321,0.0271333333333328,NA
7322,0.0275600000000002,NA
7323,0.0258,NA
7324,0.0292527272727265,NA
7325,0.0298,NA
7326,0.0292,NA
7327,0.0283649999999994,NA
7328,0.0312,NA
7329,0.028503636363636,NA
7330,0.0273,NA
7331,0.0256,NA
7332,0.0296,NA
7333,0.025479999999998,NA
7334,0.0277,NA
7335,0.0266799999999996,NA
7336,0.0316,NA
7337,0.0287,NA
7338,0.0273,NA
7339,0.029,NA
7340,0.0291599999999999,NA
7341,0.0301599999999998,NA
7342,0.0267145454545457,NA
7343,0.0268836363636358,NA
7344,0.029,NA
7345,0.0263,NA
7346,0.0239327272727276,NA
7347,0.02548,NA
7348,0.0258145454545447,NA
7349,0.0266650000000001,NA
7350,0.0261163636363637,NA
7351,0.0254566666666662,NA
7352,0.0256,NA
7353,0.0239,NA
7354,0.0269,NA
7355,0.0230145454545454,NA
7356,0.0237690909090909,NA
7357,0.0205316666666671,NA
7358,0.0250033333333323,NA
7359,0.0229,NA
7360,0.0259,NA
7361,0.0255,NA
7362,0.0236799999999998,NA
7363,0.0295,NA
7364,0.0272,NA
7365,0.0242909090909093,NA
7366,0.0238533333333334,NA
7367,0.0229254545454544,NA
7368,0.0255233333333324,NA
7369,0.0265,NA
7370,0.025,NA
79904,0.0059986,5.49444e-05
79905,0.0072138,5.836494e-05
79906,0.0063268,5.626407e-05
79907,0.0061054,5.673651e-05
79908,0.0061072,5.967066e-05
79909,0.0058909,6.148416e-05
79910,0.004257,6.127584e-05
79911,0.0040454,5.334945e-05
79912,0.0054157,5.772138e-05
79913,0.005563,5.533686e-05
79914,0.005517,5.672349e-05
79915,0.0057268,5.283888e-05
79916,0.0058728,5.729823e-05
79917,0.0055765,5.139087e-05
79918,0.0052167,5.390838e-05
79919,0.0057185,5.440872e-05
79920,0.005563,4.834512e-05
79921,0.0071423,4.843347e-05
79922,0.0053994,5.165313e-05
79923,0.0054928,5.669931e-05
79924,0.0059616,5.268636e-05
79925,0.0060675,5.015304e-05
79926,0.0056119,5.175078e-05
79927,0.0057483,5.445057e-05
79928,0.0057845,4.88343e-05
79929,0.0056904,5.158059e-05
79930,0.005436,4.586946e-05
79931,0.005908,4.90017e-05
79932,0.0062758,4.074609e-05
79933,0.0060499,4.057125e-05
79934,0.0061007,4.32729e-05
79935,0.0064162,4.314084e-05
79936,0.0066112,4.242288e-05
79937,0.0065888,4.4919e-05
79938,0.0057365,4.881291e-05
79939,0.0062066,4.564068e-05
79940,0.0059502,4.111623e-05
79941,0.0060993,4.443447e-05
79942,0.0056816,5.92317e-05
79943,0.0061611,4.194858e-05
79944,0.0055259,4.273071e-05
79945,0.0057966,4.466976e-05
79946,0.0058504,4.516173e-05
79947,0.0051984,4.185e-05
79948,0.0052079,4.452189e-05
79949,0.0055541,4.356492e-05
79950,0.0060967,3.915765e-05
79951,0.0056652,3.684009e-05
79952,0.0053928,4.163145e-05
79953,0.0055646,3.862197e-05
79954,0.0058549,4.620333e-05
79955,0.005251,4.008579e-05
79956,0.0055463,4.354167e-05
79957,0.0049322,4.088838e-05
79958,0.005269,3.844248e-05
79959,0.0043813,4.139802e-05
79960,0.0043625,4.30683e-05
79961,0.004653,3.960126e-05
79962,0.0046388,3.945897e-05
79963,0.0045616,4.559976e-05
79964,0.00483,3.95994e-05
79965,0.0052487,7.189086e-05
79966,0.0049076,5.990967e-05
79967,0.0044211,4.500921e-05
79968,0.0047779,0.00026648406
79969,0.006369,0.00010120539
79970,0.0045106,5.339223e-05
79971,0.0045947,5.486256e-05
79972,0.0048032,5.372331e-05
79973,0.0048561,0
79974,0.0045,5.455473e-05
79975,0.0047873,5.611899e-05
79976,0.0046844,5.270217e-05
79977,0.0042105,6.131676e-05
79978,0.0039613,6.955749e-05
79979,0.0044765,4.604709e-05
79980,0.0041529,0.00011764035
79981,0.0049681,5.04246e-05
79982,0.0043103,4.775271e-05
79983,0.0046819,0.00017930958
79984,0.0043966,5.342292e-05
79985,0.0041336,5.890248e-05
79986,0.0044514,4.349052e-05
79987,0.004631,4.088094e-05
79988,0.0042582,4.620426e-05
79989,0.0042429,3.898281e-05
79990,0.0049032,3.813837e-05
79991,0.004258,3.761013e-05
79992,0.0077302,3.415425e-05
79993,0.0064419,2.739036e-05
79994,0.0048397,3.385107e-05
79995,0.0286542,3.259185e-05
79996,0.0108823,2.696349e-05
79997,0.0057411,3.065559e-05
79998,0.0058992,3.263091e-05
79999,0.0057767,3.286713e-05
80001,0.0058661,2.995716e-05
80002,0.0060343,3.321402e-05
80003,0.0056669,0.00010289706
80004,0.0065932,2.848776e-05
80005,0.0074793,2.403864e-05
80006,0.0049513,2.437344e-05
80007,0.0126495,2.198892e-05
80008,0.005422,2.394564e-05
80009,0.0051347,6.837174e-05
80010,0.0192806,3.885819e-05
80011,0.0057444,2.172108e-05
80012,0.0063336,2.465616e-05
80013,0.0046764,2.476032e-05
80014,0.0043958,2.23758e-05
80015,0.0049682,3.139122e-05
80016,0.0041917,3.079695e-05
80017,0.0041009,3.029568e-05
80018,0.0040441,3.299919e-05
80019,0.0048301,2.9295e-05
80020,0.0036725,3.959754e-05
80021,0.0029452,3.914556e-05
80022,0.0036399,4.541748e-05
80023,0.0035045,3.241422e-05
80024,0.0028993,3.986166e-05
80025,0.0032963,3.798027e-05
80026,0.0035087,3.096156e-05
80027,0.0035341,3.303825e-05
80028,0.0032212,2.902065e-05
80029,0.0035714,3.605331e-05
80030,0.0110642,3.549159e-05
80031,0.0030632,3.797376e-05
80032,0.0025848,3.685683e-05
80033,0.0026208,3.791424e-05
80034,0.0023644,3.716931e-05
80035,0.0025748,3.171858e-05
80036,0.0073518,3.162093e-05
80037,0.0041783,2.902065e-05
80038,0.0023356,3.32661e-05
80039,0.0026512,2.801532e-05
80040,0.0026624,2.964933e-05
80041,0.002406,2.92299e-05
80042,0.0033754,2.667891e-05
80043,0.0033115,2.544852e-05
80044,0.0032576,2.706207e-05
80045,0.0035483,2.868213e-05
80046,0.00315,2.858913e-05
80047,0.0042578,2.720901e-05
80048,0.0042092,2.9853e-05
80049,0.0048836,3.424353e-05
80050,0.0034854,2.819667e-05
80051,0.0042862,2.708532e-05
80052,0.0040839,2.903646e-05
80053,0.0033292,2.655987e-05
80054,0.0035525,2.615625e-05
80055,0.0031205,2.774655e-05
80056,0.0038767,2.48403e-05
80057,0.0038163,2.688723e-05
80058,0.0040832,2.559453e-05
80059,0.0039631,2.589399e-05
80060,0.0040768,2.539179e-05
80061,0.0039967,2.788047e-05
80062,0.0034106,2.585214e-05
80063,0.0034001,2.471289e-05
80064,0.0031205,2.681841e-05
80065,0.003577,2.485239e-05
80066,0.0030124,2.341833e-05
80067,0.0031881,2.571822e-05
80068,0.003143,3.137634e-05
80069,0.0028687,2.650779e-05
80070,0.0027364,2.687514e-05
80071,0.0029099,3.095691e-05
80072,0.0030841,2.551641e-05
80073,0.0030741,2.860308e-05
80074,0.0029257,3.452625e-05
80075,0.00321,2.873886e-05
80076,0.0036821,2.234418e-05
80077,0.0030319,2.865609e-05
80078,0.0029124,2.593026e-05
80079,0.0031222,3.580872e-05
80080,0.0028559,2.599536e-05
80081,0.0028125,2.428416e-05
80082,0.0029835,2.829432e-05
80083,0.002671,2.687328e-05
80084,0.0028911,2.80581e-05
80085,0.0027521,3.215196e-05
80086,0.0027843,3.254814e-05
80087,0.0027303,3.385572e-05
80088,0.0029979,3.067233e-05
80089,0.0027798,2.949309e-05
80090,0.0026573,3.005574e-05
80092,0.0028837,3.021477e-05
80093,0.0026723,3.228495e-05
80094,0.0025181,3.311358e-05
80095,0.0027654,4.947879e-05
80096,0.0033738,3.145074e-05
80097,0.0028503,3.27825e-05
80098,0.0028898,4.02132e-05
80099,0.0033287,2.863935e-05
80100,0.0027437,2.825712e-05
80101,0.0030756,3.404079e-05
80102,0.0037125,3.060072e-05
80103,0.0030902,3.106479e-05
80104,0.0024026,2.991159e-05
80105,0.0030813,3.099783e-05
80106,0.0027882,2.94345e-05
80107,0.0038504,3.126846e-05
80108,0.0027952,2.945961e-05
80109,0.0026112,3.272763e-05
80110,0.0030424,3.002505e-05
80111,0.0028896,3.179484e-05
80112,0.003017,3.184599e-05
80113,0.0034572,3.19176e-05
80114,0.0034998,2.975442e-05
80115,0.0036404,3.531024e-05
80116,0.0032981,2.945031e-05
80117,0.0031713,3.078672e-05
80118,0.0032318,3.007341e-05
80119,0.0032489,2.4552e-05
80120,0.0034715,2.817528e-05
80121,0.0035606,4.79322e-05
80122,0.0053203,4.948623e-05
80123,0.0033818,2.942799e-05
80124,0.003525,6.298146e-05
80125,0.004324,3.075231e-05
80126,0.0030795,2.71839e-05
80127,0.0030384,2.581401e-05
80128,0.0036603,2.749545e-05
80129,0.0032904,2.61702e-05
80130,0.0033403,2.965305e-05
80131,0.0032163,3.060165e-05
80132,0.0033331,2.495934e-05
80133,0.003165,2.501421e-05
80134,0.0033622,2.703417e-05
80135,0.0031677,2.844777e-05
80136,0.0035191,3.164139e-05
80137,0.0032285,2.776794e-05
80138,0.0034188,2.492586e-05
80139,0.0034243,2.401911e-05
80140,0.003432,3.136518e-05
80141,0.0031994,2.631528e-05
80142,0.0037968,2.438553e-05
80143,0.0031667,2.571636e-05
80144,0.0033104,2.404329e-05
80145,0.0032337,2.666031e-05
80146,0.00264,3.078207e-05
80147,0.0030296,2.255436e-05
80148,0.005154,2.204937e-05
80149,0.0053211,2.324163e-05
80150,0.0031643,2.385171e-05
80151,0.0067722,2.244183e-05
80152,0.0033067,2.542713e-05
80153,0.002923,2.371593e-05
80154,0.0027757,2.365548e-05
80155,0.0029565,2.701278e-05
80156,0.002814,2.294031e-05
80157,0.0031885,2.58819e-05
80158,0.0032905,2.541318e-05
80159,0.0026838,2.398284e-05
80160,0.0026897,2.496771e-05
80161,0.0029069,2.389635e-05
80162,0.0030589,3.729021e-05
80163,0.0034023,4.921002e-05
80164,0.0029858,3.337491e-05
80165,0.0026802,2.640735e-05
80166,0.0025827,2.671518e-05
80167,0.0033726,2.541132e-05
80169,0.0028296,3.052539e-05
80170,0.0026221,3.013572e-05
80171,0.0027652,0.00012948669
80172,0.0025853,3.255093e-05
80173,0.0028667,3.118662e-05
80174,0.0033099,3.293409e-05
80175,0.0024252,3.225891e-05
80176,0.0023709,2.810739e-05
80177,0.0024991,3.013479e-05
80178,0.0025647,3.099225e-05
80179,0.0024131,5.125974e-05
80180,0.0027341,2.528577e-05
80181,0.0025501,3.14526e-05
80182,0.0025436,3.126009e-05
80183,0.0029046,5.275983e-05
80184,0.0024667,2.98251e-05
80185,0.002783,3.628209e-05
80186,0.0027326,3.447696e-05
80187,0.0025788,4.526682e-05
80188,0.0026847,3.538743e-05
80189,0.0025695,4.1478e-05
80190,0.0040097,3.568317e-05
80191,0.0052914,3.343629e-05
80192,0.0035887,3.148329e-05
80193,0.0028395,3.204408e-05
80194,0.0028726,2.990694e-05
80195,0.0027324,3.341304e-05
80196,0.0032823,3.670431e-05
80197,0.0032404,3.363159e-05
80198,0.0139233,3.360834e-05
80199,0.0035001,3.461925e-05
80200,0.0033534,3.097179e-05
80201,0.0035413,3.303732e-05
80202,0.0034687,3.569061e-05
80203,0.0030223,3.558366e-05
80204,0.0032403,3.790308e-05
80205,0.0033325,3.249792e-05
80206,0.0055118,2.51472e-05
80207,0.0027189,2.651802e-05
80208,0.003382,3.00948e-05
80209,0.0033613,3.594078e-05
80210,0.0056731,2.626413e-05
80211,0.003207,2.61888e-05
80212,0.0039013,2.612184e-05
80213,0.0037072,2.725551e-05
80214,0.0048674,2.768982e-05
80215,0.0038051,0.00011822067
80216,0.00446,2.908203e-05
80217,0.0038369,3.107967e-05
80218,0.0035953,2.785071e-05
80219,0.0033853,2.820132e-05
80220,0.0034456,2.911272e-05
80221,0.0032158,3.253605e-05
80222,0.0035928,2.861517e-05
80224,0.0039467,3.126939e-05
80225,0.0036163,2.758752e-05
80226,0.0036138,2.739966e-05
80227,0.0037225,2.774283e-05
80228,0.0033303,2.563545e-05
80229,0.0035524,2.528298e-05
80230,0.0038377,2.577588e-05
80231,0.0038262,2.626413e-05
80232,0.0040756,2.543085e-05
80233,0.0034944,2.450643e-05
80234,0.002704,2.468313e-05
80235,0.0028514,2.512953e-05
80236,0.003236,2.386659e-05
80237,0.0038646,2.476125e-05
80238,0.0028241,2.439762e-05
80239,0.002816,2.533413e-05
80240,0.0028088,2.954424e-05
80241,0.0029307,2.999808e-05
80242,0.0029774,3.152421e-05
80243,0.0127119,2.681283e-05
80244,0.0031271,2.841057e-05
80245,0.0033419,2.929035e-05
80246,0.0029947,0.00010271292
80247,0.0030324,2.434926e-05
80248,0.0031304,3.596217e-05
80249,0.0034985,2.760612e-05
80250,0.0030769,2.997669e-05
80251,0.0033623,3.711723e-05
80252,0.0029664,3.31266e-05
80253,0.0029462,3.255651e-05
80254,0.0029831,4.138128e-05
80255,0.0027565,3.200037e-05
80256,0.0027186,3.089367e-05
80257,0.0027716,3.123498e-05
80258,0.0028241,3.423237e-05
80259,0.0027345,3.924135e-05
80260,0.0026351,3.244863e-05
80261,0.0026541,3.550275e-05
80262,0.0027021,3.598635e-05
80263,0.0025663,3.189714e-05
80264,0.0026625,3.341118e-05
80265,0.0026234,3.389106e-05
80266,0.0027241,3.198921e-05
80267,0.0031768,2.771586e-05
80268,0.0032256,2.908575e-05
80269,0.0033897,2.934708e-05
80270,0.0028831,3.174183e-05
80271,0.0030549,3.237051e-05
80272,0.0031495,3.211383e-05
80273,0.0110444,3.059607e-05
80274,0.0026182,3.080067e-05
80275,0.0038669,3.023151e-05
80276,0.0029684,3.685218e-05
