archiveType,climateInterpretation_variable,climateInterpretation_variableDetail,dataSetName,datasetId,geo_meanElev,geo_meanLat,geo_meanLon,geo_siteName,originalDataURL,originalDatabase,paleoData_notes,paleoData_proxy,paleoData_sensorSpecies,paleoData_units,yearUnits
marine sediment,temperature,sea@surface,Africa-P178-15.Tierney.2015,pages2k_LPD81e53153,-869.0,11.955,44.3,P178-15P,https://www.ncdc.noaa.gov/paleo/study/19200,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_variableName changed - was originally sst; paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally Annual,TEX86,N/A,degC,CE
marine sediment,temperature,sea@surface,Africa-P178-15.Tierney.2015,pages2k_LPD53e179ad,-869.0,11.955,44.3,P178-15P,https://www.ncdc.noaa.gov/paleo/study/19200,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_variableName changed - was originally sst; paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally Annual,TEX86,N/A,degC,CE
lake sediment,temperature,air@surface,Arc-HudsonLake.Clegg.2011,pages2k_Arc_040,657.0,61.9,-145.66,Hudson Lake,https://www.ncdc.noaa.gov/paleo/study/12443,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,midge,N/A,degC,CE
tree,temperature,air@surface,Asia-WL2,pages2k_Asia_096,3700.0,37.03,98.67,CHIN062,https://www.ncdc.noaa.gov/paleo/study/15154,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Arc-Armarnaes.Bjorkelund.2013,pages2k_Arc_058,500.0,65.9,16.1,Armarnaes,https://doi.org/10.6084/m9.figshare.c.3285353.v2,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally 7/8/2009; climateInterpretation_seasonality changed - was originally 7/8/2009,MXD,N/A,N/A,CE
tree,temperature,air@surface,Eur-FrenchAlps.Buentgen.2012,pages2k_Eur_019,2100.0,44.0,7.5,Maritime French Alps,http://www.ncdc.noaa.gov/paleo/study/1003400,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,NAm-cana313,pages2k_NAm_1744,50.0,56.0,-61.0,Ittyhauk Bay,https://www.ncdc.noaa.gov/paleo/study/12568,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,PCGL,N/A,CE
coral,temperature,sea@surface,Ocean2kHR-IndianMentawaiAbram2008,pages2k_Ocean2kHR_010,-6.0,-0.13,98.52,Mentawai Islands,https://www.ncdc.noaa.gov/paleo/study/8607,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally monthly,d18O,Porites sp.,permil,CE
tree,temperature,air@surface,NAm-mexi043,pages2k_NAm_2728,2000.0,25.1,-106.3,Cienega de Nuestra Senora de Guadalupe,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi043.rwl,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,PIPO,N/A,CE
coral,temperature,sea@surface,Ocean2kHR-PacificGalapagosDunbar1994,pages2k_Ocean2kHR_173,-1.5,-0.4,-91.23,Urvina Bay,https://www.ncdc.noaa.gov/paleo/study/1850,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally annual,d18O,"Pavona clavus, Pavona gigantea",permil,CE
marine sediment,temperature,sea@surface,O2kLR-DryTortugas.Lund.2006,pages2k_LPDf7bace53,-530.0,24.59,-83.58,Dry Tortugas,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/lund2006/lund2006.txt,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally Annual,foram Mg/Ca,N/A,degC,CE
glacier ice,temperature,air@condensationLevel,Arc-PennyIceCapP.Fisher.1998,pages2k_Arc_044,1810.0,67.25,-66.75,Penny Ice Cap P96,https://www.ncdc.noaa.gov/paleo/study/2474,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; archiveType changed - was originally ice core,d18O,N/A,permil,CE
glacier ice,temperature,air@condensationLevel,Ant-JamesRossIsl.Mulvaney.2012,pages2k_Ant_022,1542.0,-64.2017,-57.685,James Ross Island,https://doi.org/10.6084/m9.figshare.c.3285353.v2,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally Mean annual values; archiveType changed - was originally ice core,d2H,N/A,permil,CE
tree,temperature,air@surface,Arc-Arjeplog.Bjorklund.2014,pages2k_Arc_060,800.0,66.3,18.2,Arjeplog,https://doi.org/10.6084/m9.figshare.c.3285353.v2,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally 7/8/2009; climateInterpretation_seasonality changed - was originally 7/8/2009,MXD,N/A,N/A,CE
tree,temperature,air@surface,Asia-YKA,pages2k_Asia_118,3500.0,30.37,130.53,JAPA017,https://www.ncdc.noaa.gov/paleo/study/15212,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
lake sediment,temperature,lake@surface,Asia-Chu.2012.Sihailongwanlake,pages2k_LPDdc74a376,1000.0,42.17,126.36,Sihailongwa lake,https://doi.org/10.6084/m9.figshare.c.3285353.v2,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_units changed - was originally deg C,alkenone,N/A,degC,CE
tree,temperature,air@surface,Asia-CENTIB,pages2k_Asia_225,2900.0,29.35,92.0,CENTIB,https://www.ncdc.noaa.gov/paleo/study/14188,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,NAm-ca530,pages2k_NAm_640,3505.0,36.3,-118.2,Cirque Peak,https://www.ncdc.noaa.gov/paleo/study/3348,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally Annual,TRW,PIBA,N/A,CE
tree,temperature,air@surface,SAm-CAN6.Neukom.2014,pages2k_SAm_015,1400.0,-38.5,-71.5,Central Andes composite 6,http://www.ncdc.noaa.gov/paleo/study/1003952,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_variableName changed - was originally C_Andes_Cluster_6_Data_Signalfree_2; paleoData_units changed - was originally unitless; climateInterpretation_seasonality changed - was originally -5 -6 -7 -8 -9 -10 -11 -12 1 2 3 8,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-Hushre,pages2k_Asia_165,3700.0,46.78,101.95,Hushre,https://www.ncdc.noaa.gov/paleo/study/14188,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-KHOGLS,pages2k_Asia_148,3200.0,48.17,99.87,MONG015,https://www.ncdc.noaa.gov/paleo/study/12652,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-BUKCDD,pages2k_Asia_190,3000.0,35.68,71.63,PAKI020,https://www.ncdc.noaa.gov/paleo/study/15315,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-NARKAB,pages2k_Asia_104,3150.0,31.2,77.23,INDI015,https://www.ncdc.noaa.gov/paleo/study/2796,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,NAm-cana382,pages2k_NAm_1996,1350.0,59.6,-133.4,Snake Creek,https://www.ncdc.noaa.gov/paleo/study/15525,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally Annual,TRW,ABLA,N/A,CE
tree,temperature,air@surface,Asia-BAYHLS,pages2k_Asia_140,300.0,46.32,101.32,MONG027,https://www.ncdc.noaa.gov/paleo/study/12652,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-CGPPIG,pages2k_Asia_193,3000.0,35.9,71.73,PAKI023,https://www.ncdc.noaa.gov/paleo/study/15318,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-RANGCD,pages2k_Asia_103,3240.0,33.08,76.43,RANGCD,https://www.ncdc.noaa.gov/paleo/study/14188,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-HRPCSM,pages2k_Asia_215,3100.0,35.88,74.88,HRPCSM,https://www.ncdc.noaa.gov/paleo/study/14188,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-GHUNAB,pages2k_Asia_179,3400.0,27.5,88.02,NEPA021,https://www.ncdc.noaa.gov/paleo/study/3776,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
marine sediment,temperature,sea@surface,Asia-SO9039KGSO1.Munz.2015,pages2k_Asia_335,-695.0,24.8333,65.9167,SO90-39KG/SO130-275KL,https://doi.pangaea.de/10.1594/PANGAEA.853971,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally winter (J-F-M); climateInterpretation_seasonality changed - was originally 1/2/2003,foraminifera,N/A,degC,CE
tree,temperature,air@surface,Asia-KOELIU,pages2k_Asia_135,4000.0,42.2,79.05,KYRG012,https://www.ncdc.noaa.gov/paleo/study/15237,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,NAm-ak132,pages2k_NAm_3772,790.0,68.7,-141.6,Firth River 1236,https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:14790,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,MXD,PCGL,N/A,CE
coral,temperature,sea@surface,Ocean2kHR-IndianAqabaHeiss1994AQ18,pages2k_Ocean2kHR_014,-1.0,29.42,34.97,"Aqaba, Jordan",http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_study_id:1854,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally 1 2 3 4 5 6 7 8 9 10 11 12,d18O,N/A,permil,CE
tree,temperature,air@surface,Asia-KJTRJT,pages2k_Asia_127,2900.0,39.92,71.47,KYRG009,https://www.ncdc.noaa.gov/paleo/study/15234,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
marine sediment,temperature,sea@surface,O2kLR-Philippines-MD98-2181.Stott.2007,pages2k_LPD1a0245b7,-2114.0,6.3,125.82,Philippines,https://www.ncdc.noaa.gov/paleo/study/6400,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_variableName changed - was originally temp_C; paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally Annual,foram Mg/Ca,N/A,degC,CE
tree,temperature,air@surface,Arc-GulfofAlaska.Wiles.2014,pages2k_Arc_007,230.0,61.03,-146.59,Gulf of Alaska,https://www.ncdc.noaa.gov/paleo/study/19743,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,degC,CE
coral,temperature,sea@surface,Ocean2kHR-PacificClippertonClippf1bWu2014,pages2k_Ocean2kHR_189,-13.0,10.2773,-109.2131,Clipperton,https://www.ncdc.noaa.gov/paleo/study/17380,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_variableName changed - was originally Sr_Ca; climateInterpretation_seasonality changed - was originally monthly; paleoData_variableName changed - was originally Sr_Ca,Sr/Ca,Porites lobata,mmol/mol,CE
coral,temperature,sea@surface,Ocean2kHR-PacificClippertonClippf1bWu2014,pages2k_Ocean2kHR_188,-13.0,10.2773,-109.2131,Clipperton,https://www.ncdc.noaa.gov/paleo/study/17380,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally monthly,d18O,Porites lobata,permil,CE
tree,temperature,air@surface,Asia-Kur3.Magda.2011,pages2k_Asia_005,1650.0,50.27,87.83,"Altai Mt., Kuraisky Steppe",https://www.ncdc.noaa.gov/paleo/study/15346,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
documents,temperature,air@surface,Eur-Tallinn.Tarand.2001,pages2k_Eur_026,10.0,59.4,24.75,Tallinn,https://doi.org/10.6084/m9.figshare.c.3285353.v2,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,historic,N/A,degC,CE
coral,temperature,sea@surface,Ocean2kHR-AtlanticBermudaKuhnert2005,pages2k_Ocean2kHR_105,-12.0,32.467,-64.7,"North East Breakers, Bermuda",http://doi.pangaea.de/10.1594/PANGAEA.738188,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally monthly,d18O,Diploria strigosa,permil,CE
coral,temperature,sea@surface,Ocean2kHR-AtlanticBermudaKuhnert2005,pages2k_Ocean2kHR_106,-12.0,32.467,-64.7,"North East Breakers, Bermuda",http://doi.pangaea.de/10.1594/PANGAEA.738188,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_variableName changed - was originally Sr_Ca; climateInterpretation_seasonality changed - was originally monthly; paleoData_variableName changed - was originally Sr_Ca,Sr/Ca,Diploria strigosa,mmol/mol,CE
marine sediment,temperature,sea@surface,O2kLR-FeniDriftRichter.2009,pages2k_LPD47182517,-2543.0,55.5,-13.9,Feni Drift,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/richter2009/richter2009.txt,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally AMJJ,foram Mg/Ca,N/A,degC,CE
coral,temperature,sea@surface,Ocean2kHR-IndianIfatyTulearZinke2014if4,pages2k_Ocean2kHR_020,-1.1,-23.15,43.58,Ifaty,https://www.ncdc.noaa.gov/paleo/study/16438,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally monthly,d18O,NaN,permil,CE
glacier ice,temperature,air@condensationLevel,SAm-QuelccayaIce.Thompson.2013,pages2k_SAm_035,5670.0,-13.9333,-70.8333,Quelccaya Ice Cap,https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:14174,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_variableName changed - was originally d18OiceSMOW; paleoData_units changed - was originally per mil SMOW; climateInterpretation_seasonality changed - was originally austral winter; archiveType changed - was originally ice core,d18O,N/A,permil,CE
lake sediment,temperature,air@surface,NAm-GreenLake,pages2k_NAm_3865,640.0,50.2,-122.9,Green Lake,http://www.nrcresearchpress.com/doi/abs/10.1139/e06-056#.V22kqiMrJQJ,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally MAMJJASO,varve thickness,N/A,N/A,CE
tree,temperature,air@surface,NAm-cana231,pages2k_NAm_1636,1830.0,50.6,-118.6,Park Mountain,https://www.ncdc.noaa.gov/paleo/study/5524,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,PCEN,N/A,CE
tree,temperature,air@surface,NAm-cana231,pages2k_NAm_1648,1830.0,50.6,-118.6,Park Mountain,https://www.ncdc.noaa.gov/paleo/study/5524,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,MXD,PCEN,N/A,CE
tree,temperature,air@surface,Asia-MOR1JU,pages2k_Asia_202,1500.0,36.58,75.08,PAKI009,https://www.ncdc.noaa.gov/paleo/study/12782,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,NAm-SOV,pages2k_NAm_052,3500.0,36.5,-118.3,Siberian Outpost View,https://doi.org/10.6084/m9.figshare.c.3285353.v2,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally Annual,TRW,PIBA,N/A,CE
coral,temperature,sea@surface,Ocean2kHR-PacificLinsley2006Rarotongad18O99,pages2k_Ocean2kHR_152,-18.0,-21.2378,-159.8278,Rarotonga,"http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:964510793893801::::P1_STUDY_ID:6089,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/rarotonga2006.txt",PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally monthly,d18O,lutea,permil,CE
coral,temperature,sea@surface,Ocean2kHR-PacificGuamAsami2005,pages2k_Ocean2kHR_166,-7.8,13.5982,144.8359,Double Reef,https://www.ncdc.noaa.gov/paleo/study/1915,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally monthly,d18O,Porites lobata,permil,CE
tree,temperature,air@surface,Asia-GANGCD,pages2k_Asia_102,100.0,30.98,78.93,GANGCD,https://www.ncdc.noaa.gov/paleo/study/14188,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,NAm-cana439,pages2k_NAm_2176,2200.0,52.2,-117.2,Hilda,https://www.ncdc.noaa.gov/paleo/study/16597,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally Annual,TRW,PCEN,N/A,CE
documents,temperature,air@surface,Asia-CentralChina.Wang.1998,pages2k_Asia_320,3000.0,29.0,113.0,Central China,https://doi.org/10.6084/m9.figshare.c.3285353.v2,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally annual,historic,N/A,index,CE
tree,temperature,air@surface,Asia-UKHMXD,pages2k_Asia_024,1750.0,50.15,85.37,"Altai Mt., Ust Koksa Hill",https://www.ncdc.noaa.gov/paleo/study/4707,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-AJTMJT,pages2k_Asia_126,4100.0,40.2,72.58,KYRG008,https://www.ncdc.noaa.gov/paleo/study/15232,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
marine sediment,temperature,sea@surface,Eur-CoastofPortu.Abrantes.2011,pages2k_Eur_010,-80.0,41.1,-8.9,Coast of Portugal,https://doi.pangaea.de/10.1594/PANGAEA.784992,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,alkenone,N/A,degC,CE
lake sediment,temperature,air@surface,NAm-Basin_P,pages2k_NAm_3801,124.0,44.5,-70.1,Basin Pond,https://www.ncdc.noaa.gov/paleo/study/6221,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally July,pollen,N/A,degC,CE
coral,temperature,sea@surface,Ocean2kHR-IndianWAGrowthTantabiddiCooper2012,pages2k_LPD8bd4e07e,-6.0,-21.9,113.9667,"Tantabiddi reef, Ningaloo",http://data.aims.gov.au/metadataviewer/uuid/4f39c641-8450-4ea0-b2b6-4f3d582645f8,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,calcification rate,Porites sp.,percent,CE
glacier ice,temperature,air@condensationLevel,Ant-Vostok.Ekaykin.2014,pages2k_Ant_028,3488.0,-78.2785,104.8005,Vostok,https://doi.org/10.6084/m9.figshare.c.3285353.v2,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally Mean annual values,d2H,N/A,permil,CE
tree,temperature,air@surface,NAm-cana170,pages2k_NAm_1468,2000.0,51.4,-117.3,"Athabasca, historisch",https://www.ncdc.noaa.gov/paleo/study/4320,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,MXD,PCEN,N/A,CE
borehole,temperature,ice@surface,Ant-LawDomeBoreholeReconstruction,pages2k_LPD7abab671,1370.0,-66.77,112.807,DSS,requested from AJO,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally annual,borehole,N/A,degC,CE
tree,temperature,air@surface,NAm-cana151,pages2k_NAm_1384,1700.0,49.9,-118.9,Big White,https://www.ncdc.noaa.gov/paleo/study/4090,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,PICO,N/A,CE
tree,temperature,air@surface,Asia-MHGSTG,pages2k_Asia_226,3900.0,19.28,98.93,TH001,https://www.ncdc.noaa.gov/paleo/study/12644,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,SAm-CAN15.Neukom2014,pages2k_SAm_010,1300.0,-41.17,-71.92,Central Andes composite 15,https://www.ncdc.noaa.gov/paleo/study/16196,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_variableName changed - was originally C_Andes_Cluster_15_Data_Signalfree_2; paleoData_units changed - was originally unitless; climateInterpretation_seasonality changed - was originally -5 -6 -7 -8 -9 -10 -11 -12 1 2 3 13,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-ESPPAK,pages2k_Asia_183,2000.0,35.17,75.5,ESPPAK,https://www.ncdc.noaa.gov/paleo/study/14188,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
lake sediment,temperature,air@surface,Arc-Lamoureux1996,pages2k_Arc_020,1.5,82.83,-77.9,Lake C2,https://www.ncdc.noaa.gov/paleo/study/8662,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally 6/7/2008; climateInterpretation_seasonality changed - was originally 6/7/2008,varve thickness,N/A,mm,CE
marine sediment,temperature,sea@surface,O2kLR-GreatBahamaBank.Lund.2006,pages2k_LPDefb3d2b0,-531.0,24.58,-79.26,Great Bahama Bank,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/richter2009/richter2009.txt,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally Annual,foram Mg/Ca,N/A,degC,CE
tree,temperature,air@surface,Asia-JOTPIG,pages2k_Asia_199,2880.0,35.4,74.12,PAKI028,https://www.ncdc.noaa.gov/paleo/study/15323,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-HBMXJP,pages2k_Asia_059,3300.0,34.78,100.82,HBMXJP,https://www.ncdc.noaa.gov/paleo/study/14188,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
borehole,temperature,ground@surface,Asia-SourthandMid.Demezhko.2007,pages2k_Asia_230,1900.0,55.0,59.5,Sourth and Middle Urals,https://doi.org/10.6084/m9.figshare.c.3285353.v2,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally mean annual,borehole,N/A,degC,CE
tree,temperature,air@surface,Asia-HXBURU,pages2k_Asia_074,3400.0,43.18,87.18,HXBURU,https://www.ncdc.noaa.gov/paleo/study/14188,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-TDAXJP,pages2k_Asia_056,0.0,34.78,100.8,TDAXJP,https://www.ncdc.noaa.gov/paleo/study/14188,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,NAm-wa104,pages2k_NAm_3556,1495.0,46.2,-121.5,Mount Adams Low,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa104.rwl,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,TSME,N/A,CE
lake sediment,temperature,air@600m,Arc-Cook2009,pages2k_Arc_004,106.0,81.35,-69.53,Lower Murray Lake,https://www.ncdc.noaa.gov/paleo/study/6195,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,sed accumulation,N/A,g.cm-2.a-1,CE
lake sediment,temperature,air@surface,Arc-Lake4.Rolland.2009,pages2k_Arc_052,100.0,65.1,-83.79,Lake 4,https://www.ncdc.noaa.gov/paleo/study/14188,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,chironomid,N/A,degC,CE
tree,temperature,air@surface,Asia-MUSPIG,pages2k_Asia_207,3600.0,35.5,74.75,PAKI033,https://www.ncdc.noaa.gov/paleo/study/15330,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-KATKUW,pages2k_Asia_173,4000.0,29.52,82.03,NEPA025,https://www.ncdc.noaa.gov/paleo/study/3780,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-HSE,pages2k_Asia_090,4900.0,34.47,110.08,CHIN056,https://www.ncdc.noaa.gov/paleo/study/15138,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
coral,temperature,sea@surface,Ocean2kHR-IndianBaliCharles2003,pages2k_Ocean2kHR_006,-3.0,-8.2473,115.5757,Lombok,https://www.ncdc.noaa.gov/paleo/study/1903,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally monthly,d18O,N/A,permil,CE
tree,temperature,air@surface,Asia-BONKJT,pages2k_Asia_121,3720.0,40.17,72.58,KYRG002,https://www.ncdc.noaa.gov/paleo/study/10713,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-WL4,pages2k_Asia_098,3000.0,36.68,98.42,CHIN064,https://www.ncdc.noaa.gov/paleo/study/15156,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,NAm-cana157,pages2k_NAm_1420,915.0,65.0,-138.3,Twisted Tree Heartrot Hill,https://www.ncdc.noaa.gov/paleo/study/3615,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,PCGL,N/A,CE
marine sediment,temperature,sea@surface,O2kLR-SouthIceland.Sicre.2011,pages2k_O2kLR_047,-2630.0,57.45,-27.91,South Iceland/North Atlantic,http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:12359,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),"PRA1988: E. huxleyi culture-based calibration. No RMSE is reported in the original publication, so a RMSE was calculated by taking a regression off of the five culture T-UK37 datapoints reported in the publication.; paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally MAMJJA",alkenone,N/A,degC,CE
