archiveType,climateInterpretation_variable,dataSetName,datasetId,geo_meanElev,geo_meanLat,geo_meanLon,geo_siteName,originalDataURL,originalDatabase,paleoData_notes,paleoData_proxy,paleoData_sensorSpecies,paleoData_units,yearUnits,DuplicateDetails
tree,M,asia_chin004,FE23_asia_chin004,2060.0,34.483333587646484,110.08333587646484,Huashan,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/chin004.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wu,TRW,PIAM,standardized_anomalies,CE,N/A
tree,M,asia_chin005,FE23_asia_chin005,3800.0,37.0,98.5,Shenge,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/chin005.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Sheppard,TRW,JUPR,standardized_anomalies,CE,N/A
tree,~T~M,asia_chin006,FE23_asia_chin006,3800.0,36.0,98.0,Dulan,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/chin006.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Sheppard,TRW,JUPR,standardized_anomalies,CE,N/A
tree,nan,asia_indi001,FE23_asia_indi001,3200.0,34.25,75.91666412353516,Chandanwani,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi001.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Hughes,TRW,ABPI,standardized_anomalies,CE,N/A
tree,nan,asia_indi002,FE23_asia_indi002,2740.0,35.08333206176758,74.30000305175781,Gulmarg,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi002.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Hughes,TRW,ABPI,standardized_anomalies,CE,N/A
tree,nan,asia_indi003,FE23_asia_indi003,3125.0,35.08333206176758,74.33333587646484,Khillanmarg,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi003.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Hughes,TRW,ABPI,standardized_anomalies,CE,N/A
tree,nan,asia_indi004,FE23_asia_indi004,3110.0,34.5,75.75,Sarbal,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi004.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Hughes,TRW,ABPI,standardized_anomalies,CE,N/A
tree,nan,asia_indi006,FE23_asia_indi006,3400.0,34.58333206176758,75.53333282470703,ThijwasB,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi006.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Hughes,TRW,ABPI,standardized_anomalies,CE,N/A
tree,~T~M,asia_indi007,FE23_asia_indi007,3200.0,34.650001525878906,75.46666717529297,ThijwasA,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi007.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Hughes,TRW,ABPI,standardized_anomalies,CE,N/A
tree,nan,asia_indi008,FE23_asia_indi008,2900.0,34.03333282470703,75.69999694824219,Pahalgam,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi008.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Pant,TRW,ABPI,standardized_anomalies,CE,N/A
tree,nan,asia_indi009,FE23_asia_indi009,2900.0,34.03333282470703,75.69999694824219,Pahalgam,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi009.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Pant,TRW,PCSM,standardized_anomalies,CE,N/A
tree,TM,asia_indi010,FE23_asia_indi010,2200.0,30.75,77.80000305175781,Kanasar,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi010.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Borgaonkar,TRW,CDDE,standardized_anomalies,CE,N/A
tree,T,asia_indi011,FE23_asia_indi011,1800.0,30.83333396911621,77.43333435058594,Tuni,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi011.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Borgaonkar,TRW,PIRO,standardized_anomalies,CE,N/A
tree,M,asia_indi012,FE23_asia_indi012,2700.0,31.116666793823242,77.16666412353516,Kufri,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi012.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Borgaonkar,TRW,CDDE,standardized_anomalies,CE,N/A
tree,TM,asia_indi013,FE23_asia_indi013,2000.0,32.266666412353516,77.16666412353516,Manali,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi013.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Borgaonkar,TRW,CDDE,standardized_anomalies,CE,N/A
tree,M,asia_indi014,FE23_asia_indi014,3000.0,31.200000762939453,77.23332977294922,Narkhanda,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi014.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Borgaonkar,TRW,CDDE,standardized_anomalies,CE,N/A
tree,nan,asia_indi015,FE23_asia_indi015,3000.0,31.200000762939453,77.23332977294922,Narkhanda,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi015.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Borgaonkar,TRW,ABPI,standardized_anomalies,CE,N/A
tree,M,asia_indi016,FE23_asia_indi016,3000.0,31.200000762939453,77.23332977294922,Narkhanda,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi016.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Borgaonkar,TRW,PCSM,standardized_anomalies,CE,N/A
tree,TM,asia_indi017,FE23_asia_indi017,2500.0,31.183332443237305,77.26667022705078,Gahan,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi017.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Borgaonkar,TRW,PCSM,standardized_anomalies,CE,N/A
tree,nan,asia_indi018,FE23_asia_indi018,2500.0,31.183332443237305,77.26667022705078,Gahan,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi018.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Borgaonkar,TRW,ABPI,standardized_anomalies,CE,N/A
tree,M,asia_indi019,FE23_asia_indi019,2400.0,30.75,78.41666412353516,Dhanolti,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi019.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Borgaonkar,TRW,PCSM,standardized_anomalies,CE,N/A
tree,TM,asia_indi020,FE23_asia_indi020,2100.0,30.616666793823242,78.75,Ghansali,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi020.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Borgaonkar,TRW,PIRO,standardized_anomalies,CE,N/A
tree,T,asia_indi021,FE23_asia_indi021,2000.0,29.766666412353516,79.16666412353516,Jageswar,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi021.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Borgaonkar,TRW,CDDE,standardized_anomalies,CE,N/A
tree,TM,asia_indo001,FE23_asia_indo001,75.0,-7.25,111.83333587646484,Bigin,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indo001.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: D'Arrigo,TRW,TEGR,standardized_anomalies,CE,N/A
tree,TM,asia_japa008,FE23_asia_japa008,1350.0,43.766666412353516,142.5500030517578,"MountAsahidake,Hokkaido",https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/japa008.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Davi,TRW,PCGN,standardized_anomalies,CE,N/A
tree,M,asia_jord001,FE23_asia_jord001,1250.0,30.633333206176758,35.5,DanaReserveandTorAl-Iraq,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/jord001.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Touchan,TRW,JUPH,standardized_anomalies,CE,N/A
tree,nan,asia_jord002,FE23_asia_jord002,800.0,32.233333587646484,35.81666564941406,Dibeen,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/jord002.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Touchan,TRW,PIHA,standardized_anomalies,CE,N/A
tree,M,asia_jord003,FE23_asia_jord003,350.0,32.650001525878906,35.70000076293945,BaniKenana,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/jord003.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Touchan,TRW,QUMC,standardized_anomalies,CE,N/A
tree,nan,asia_kore001,FE23_asia_kore001,1500.0,38.13333511352539,128.46665954589844,WhachaePeak-SorakMountain,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/kore001.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Park,TRW,PIKO,standardized_anomalies,CE,N/A
tree,TM,asia_leba001,FE23_asia_leba001,1775.0,33.68333435058594,35.68333435058594,Barouk,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/leba001.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Touchan,TRW,CDLI,standardized_anomalies,CE,N/A
tree,nan,asia_leba002,FE23_asia_leba002,1175.0,34.46666717529297,36.233333587646484,WadiBalat,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/leba002.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Touchan,TRW,ABCI,standardized_anomalies,CE,N/A
tree,TM,asia_leba003,FE23_asia_leba003,1640.0,34.29999923706055,35.983333587646484,HerchEhden,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/leba003.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Touchan,TRW,CDLI,standardized_anomalies,CE,N/A
tree,nan,asia_leba004,FE23_asia_leba004,1900.0,34.233333587646484,36.03333282470703,Besheri,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/leba004.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Touchan,TRW,CDLI,standardized_anomalies,CE,N/A
tree,TM,asia_leba005,FE23_asia_leba005,1780.0,34.13333511352539,35.81666564941406,ArzJaj,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/leba005.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Touchan,TRW,CDLI,standardized_anomalies,CE,N/A
tree,nan,asia_leba006,FE23_asia_leba006,1720.0,33.66666793823242,35.68333435058594,Maaser,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/leba006.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Touchan,TRW,CDLI,standardized_anomalies,CE,N/A
tree,~T~M,asia_mong001,FE23_asia_mong001,2300.0,50.766666412353516,100.19999694824219,HovsgolNuur,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong001.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Jacoby,TRW,LASI,standardized_anomalies,CE,N/A
tree,M,asia_mong002,FE23_asia_mong002,1755.0,47.766666412353516,107.0,ManzshirHiid,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong002.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Jacoby,TRW,PISI,standardized_anomalies,CE,N/A
tree,~T~M,asia_mong003,FE23_asia_mong003,2420.0,48.29999923706055,98.93333435058594,SolongotynDavaa(TarvagatayPass),https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong003.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Jacoby,TRW,PISI,standardized_anomalies,CE,N/A
tree,M,asia_mong004,FE23_asia_mong004,1565.0,47.900001525878906,107.44999694824219,Terelj,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong004.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Jacoby,TRW,LASI,standardized_anomalies,CE,N/A
tree,M,asia_mong005,FE23_asia_mong005,1070.0,48.56666564941406,110.55000305175781,UrgunNars,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong005.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Jacoby,TRW,PISY,standardized_anomalies,CE,N/A
tree,M,asia_mong006,FE23_asia_mong006,1415.0,47.78333282470703,107.5,ZuunMod,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong006.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Jacoby,TRW,LASI,standardized_anomalies,CE,N/A
tree,T,asia_mong007w,FE23_asia_mong007w,2000.0,49.70000076293945,91.55000305175781,Turgen-charchiramountai,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong007w.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,LAGM,standardized_anomalies,CE,N/A
tree,nan,asia_mong008,FE23_asia_mong008,2229.0,49.36666488647461,94.88333129882812,HorinBugatyinDavaa,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong008.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Jacoby,TRW,PISI,standardized_anomalies,CE,N/A
tree,T,asia_mong009,FE23_asia_mong009,2500.0,49.91666793823242,91.56666564941406,KhalzanKhamar,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong009.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Jacoby,TRW,LASI,standardized_anomalies,CE,N/A
tree,T,asia_mong010,FE23_asia_mong010,2500.0,47.266666412353516,100.03333282470703,SuuleenBagtraa,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong010.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Jacoby,TRW,LASI,standardized_anomalies,CE,N/A
tree,T,asia_mong011,FE23_asia_mong011,1900.0,48.150001525878906,100.28333282470703,ZuunSalaaMod,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong011.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Jacoby,TRW,LASI,standardized_anomalies,CE,N/A
tree,nan,asia_mong012,FE23_asia_mong012,1400.0,48.983333587646484,103.23332977294922,UndurUlaan,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong012.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Jacoby,TRW,LASI,standardized_anomalies,CE,N/A
tree,nan,asia_mong013,FE23_asia_mong013,1841.0,48.766666412353516,97.11666870117188,TelmenHovoo,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong013.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Jacoby,TRW,LASI,standardized_anomalies,CE,N/A
tree,nan,asia_mong014,FE23_asia_mong014,1800.0,49.483333587646484,100.83333587646484,SuulchyinMedee,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong014.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Jacoby,TRW,LASI,standardized_anomalies,CE,N/A
tree,M,asia_mong015,FE23_asia_mong015,2060.0,48.16666793823242,99.86666870117188,KhorgoLava,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong015.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Jacoby,TRW,LASI,standardized_anomalies,CE,N/A
tree,~T~M,asia_nepa001,FE23_asia_nepa001,3220.0,28.41666603088379,83.75,GhorepanipassAnnapurne,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa001.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,ABSB,standardized_anomalies,CE,N/A
tree,nan,asia_nepa002,FE23_asia_nepa002,3720.0,27.75,86.08333587646484,KalingchokGebirge,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa002.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,ABSB,standardized_anomalies,CE,N/A
tree,nan,asia_nepa003,FE23_asia_nepa003,3450.0,29.28333282470703,82.05000305175781,AboveGheri,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa003.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,ABSB,standardized_anomalies,CE,N/A
tree,nan,asia_nepa004,FE23_asia_nepa004,2940.0,27.433332443237305,87.18333435058594,AboveHatyia,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa004.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,TSDU,standardized_anomalies,CE,N/A
tree,nan,asia_nepa005,FE23_asia_nepa005,3000.0,28.450000762939453,83.4000015258789,Alubari,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa005.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,PIWA,standardized_anomalies,CE,N/A
tree,nan,asia_nepa006,FE23_asia_nepa006,2270.0,28.299999237060547,84.18333435058594,Bagarchap,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa006.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,PPSP,standardized_anomalies,CE,N/A
tree,nan,asia_nepa007,FE23_asia_nepa007,1320.0,27.399999618530273,85.25,Bhaktapur,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa007.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,PIRO,standardized_anomalies,CE,N/A
tree,~T~M,asia_nepa008,FE23_asia_nepa008,3095.0,28.483333587646484,84.0999984741211,Bhratang,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa008.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,PIWA,standardized_anomalies,CE,N/A
tree,nan,asia_nepa009,FE23_asia_nepa009,3600.0,27.433332443237305,86.28333282470703,BhulePokari,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa009.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,ABSB,standardized_anomalies,CE,N/A
tree,nan,asia_nepa010,FE23_asia_nepa010,3600.0,27.433332443237305,86.28333282470703,BhulePokari,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa010.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,JURE,standardized_anomalies,CE,N/A
tree,nan,asia_nepa011,FE23_asia_nepa011,2970.0,27.450000762939453,87.16666412353516,BudoRouke,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa011.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,ABSB,standardized_anomalies,CE,N/A
tree,nan,asia_nepa012,FE23_asia_nepa012,2970.0,27.450000762939453,87.16666412353516,BudoRouke,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa012.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,TSDU,standardized_anomalies,CE,N/A
tree,nan,asia_nepa013,FE23_asia_nepa013,3300.0,27.16666603088379,86.41666412353516,Chardung,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa013.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,ABSB,standardized_anomalies,CE,N/A
tree,nan,asia_nepa014,FE23_asia_nepa014,3000.0,27.41666603088379,86.16666412353516,ChardungDanda,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa014.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,ABSB,standardized_anomalies,CE,N/A
tree,~T~M,asia_nepa015,FE23_asia_nepa015,1830.0,28.233333587646484,83.41666412353516,DeoraliLa,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa015.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,ABSB,standardized_anomalies,CE,N/A
tree,nan,asia_nepa016,FE23_asia_nepa016,1830.0,28.233333587646484,83.41666412353516,DeoraliLa,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa016.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,TSDU,standardized_anomalies,CE,N/A
tree,nan,asia_nepa017,FE23_asia_nepa017,3500.0,27.433332443237305,86.19999694824219,DobiniDanda,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa017.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,ABSB,standardized_anomalies,CE,N/A
tree,TM,asia_nepa018,FE23_asia_nepa018,3500.0,27.433332443237305,86.19999694824219,DobiniDanda,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa018.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,JURE,standardized_anomalies,CE,N/A
tree,~T~M,asia_nepa019,FE23_asia_nepa019,3330.0,29.28333282470703,82.06666564941406,GhurchiLehkRecollection,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa019.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,ABSB,standardized_anomalies,CE,N/A
tree,nan,asia_nepa020,FE23_asia_nepa020,3450.0,29.299999237060547,82.05000305175781,GhurchiLehk,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa020.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,ABSB,standardized_anomalies,CE,N/A
tree,nan,asia_nepa021,FE23_asia_nepa021,3740.0,27.633333206176758,87.94999694824219,Ghunsa,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa021.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,ABSB,standardized_anomalies,CE,N/A
tree,nan,asia_nepa022,FE23_asia_nepa022,3720.0,27.450000762939453,86.05000305175781,Kalingchok,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa022.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,ABSB,standardized_anomalies,CE,N/A
tree,nan,asia_nepa023,FE23_asia_nepa023,3330.0,29.299999237060547,82.01667022705078,KatyaKhola-2,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa023.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,ABSB,standardized_anomalies,CE,N/A
tree,~T~M,asia_nepa024,FE23_asia_nepa024,3480.0,29.299999237060547,82.01667022705078,KatyaKhola-3,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa024.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,PCSM,standardized_anomalies,CE,N/A
tree,~T~M,asia_nepa025,FE23_asia_nepa025,2760.0,29.316667556762695,82.01667022705078,KatyaKhola,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa025.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,ULSP,standardized_anomalies,CE,N/A
tree,nan,asia_nepa026,FE23_asia_nepa026,2900.0,27.383333206176758,87.13333129882812,KaumaKarka,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa026.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,ABSB,standardized_anomalies,CE,N/A
tree,nan,asia_nepa027,FE23_asia_nepa027,3276.0,27.483333587646484,87.9000015258789,LamiteBhajyung,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa027.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,ABSB,standardized_anomalies,CE,N/A
tree,TM,asia_nepa028,FE23_asia_nepa028,3020.0,27.5,86.0,Lamjura,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa028.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Krusic,TRW,ABSB,standardized_anomalies,CE,N/A
