# Decisions for duplicate candidate pairs. 
# Modified by Michael Neil Evans (MNE)
# E-Mail: mnevans@umd.edu
# Modified on: 2024-11-26 15:28:29.599964 (UTC)
index 1,index 2,figure path,datasetId 1,datasetId 2,originalDatabase 1,originalDatabase 2,geo_siteName 1,geo_siteName 2,geo_meanLat 1,geo_meanLat 2,geo_meanLon 1,geo_meanLon 2,geo_meanElevation 1,geo_meanElevation 2,archiveType 1,archiveType 2,paleoData_proxy 1,paleoData_proxy 2,originalDataURL 1,originalDataURL 2,year 1,year 2,Decision 1,Decision 2,Decision type,Decision comment
75,967,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/010_pages2k_NAm_1396_FE23_northamerica_canada_cana153__75_967.jpg,pages2k_NAm_1396,FE23_northamerica_canada_cana153,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),FE23 (Breitenmoser et al. (2014)),Coppermine River,CoppermineRiver,67.19999694824219,67.23332977294922,-115.9000015258789,-115.91666412353516,213.0,213.0,tree,tree,TRW,TRW,https://www.ncdc.noaa.gov/paleo/study/3592,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana153.rwl,1428.0-1977.0,1508.0-1977.0,REMOVE,KEEP,MANUAL,keep FE23 n>=8 version
81,2603,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/011_pages2k_NAm_2476_FE23_northamerica_usa_co553__81_2603.jpg,pages2k_NAm_2476,FE23_northamerica_usa_co553,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),FE23 (Breitenmoser et al. (2014)),Pike Peaks,PikePeaks,39.29999923706055,39.33333206176758,-105.0,-105.03333282470703,3600.0,3600.0,tree,tree,TRW,TRW,https://www.ncdc.noaa.gov/paleo/study/2842,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co553.rwl,1530.0-1983.0,1652.0-1983.0,REMOVE,KEEP,MANUAL,keep FE23 n>=8 version
86,3740,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/012_pages2k_Ocean2kHR_007_iso2k_Ocean2kHR_007__86_3740.jpg,pages2k_Ocean2kHR_007,iso2k_Ocean2kHR_007,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),Iso2k v1.0.1,Mafia,"Mafia Archipelago, Tanzania",-8.01669979095459,-8.01669979095459,39.5,39.5,-6.0,-6.0,coral,coral,d18O,d18O,https://www.ncdc.noaa.gov/paleo/study/10808,https://www.ncdc.noaa.gov/paleo/study/10808,1622.0-1998.1,1622.0-1998.1,KEEP,REMOVE,AUTO: IDENTICAL except for URLs and/or geo_siteName.,RECORDS IDENTICAL (identical data) except for URLs and/or site Name. Automatically choose #1.
88,845,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/013_pages2k_NAm_916_FE23_northamerica_canada_cana002__88_845.jpg,pages2k_NAm_916,FE23_northamerica_canada_cana002,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),FE23 (Breitenmoser et al. (2014)),Fort Chimo (Merged),FortChimo(Merged),58.400001525878906,58.36666488647461,-68.4000015258789,-68.38333129882812,46.0,46.0,tree,tree,TRW,TRW,https://www.ncdc.noaa.gov/paleo/study/3263,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana002.rwl,1641.0-1974.0,1657.0-1974.0,REMOVE,KEEP,MANUAL,keep FE23 n>=8 version
90,3792,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/014_pages2k_Ocean2kHR_172_iso2k_Ocean2kHR_172__90_3792.jpg,pages2k_Ocean2kHR_172,iso2k_Ocean2kHR_172,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),Iso2k v1.0.1,"Madang Lagoon, Papua New Guinea","Madang, Papua New Guinea",-5.21999979019165,-5.21999979019165,145.82000732421875,145.82000732421875,-3.0,-3.0,coral,coral,d18O,d18O,https://www.ncdc.noaa.gov/paleo/study/1844,https://www.ncdc.noaa.gov/paleo/study/1844,1922.5-1991.3,1922.5-1991.3,KEEP,REMOVE,AUTO: IDENTICAL except for URLs and/or geo_siteName.,RECORDS IDENTICAL (identical data) except for URLs and/or site Name. Automatically choose #1.
92,2485,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/015_pages2k_NAm_808_FE23_northamerica_usa_ca609__92_2485.jpg,pages2k_NAm_808,FE23_northamerica_usa_ca609,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),FE23 (Breitenmoser et al. (2014)),Fish Creek Trail (San Gorgonio),FishCreekTrail(SanGorgonio),34.099998474121094,34.11666488647461,-116.80000305175781,-116.80000305175781,2890.0,2890.0,tree,tree,TRW,TRW,https://www.ncdc.noaa.gov/paleo/study/2754,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca609.rwl,1534.0-1995.0,1708.0-1995.0,REMOVE,KEEP,MANUAL,keep FE23 n>=8 version
98,3930,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/016_pages2k_Ant_024_iso2k_IC96MOSS01A__98_3930.jpg,pages2k_Ant_024,iso2k_IC96MOSS01A,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),Iso2k v1.0.1,Siple Station,Siple Station,-75.91999816894531,-75.91999816894531,-84.25,-84.25,1054.0,1054.0,glacier ice,glacier ice,d18O,d18O,this study,www.ncdc.noaa.gov/paleo-search/study/27330,1417.0-1983.0,1417.0-1983.0,KEEP,REMOVE,AUTO: IDENTICAL except for URLs and/or geo_siteName.,RECORDS IDENTICAL (identical data) except for URLs and/or site Name. Automatically choose #1.
120,3797,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/017_pages2k_Ocean2kHR_132_iso2k_Ocean2kHR_132__120_3797.jpg,pages2k_Ocean2kHR_132,iso2k_Ocean2kHR_132,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),Iso2k v1.0.1,Moorea,"Moorea, French Polynesia",-17.5,-17.5,-149.8332977294922,-149.8332977294922,-5.0,-5.0,coral,coral,d18O,d18O,https://www.ncdc.noaa.gov/paleo/study/1876,https://www.ncdc.noaa.gov/paleo/study/1876,1852.5-1990.5,1852.5-1990.5,KEEP,REMOVE,AUTO: IDENTICAL except for URLs and/or geo_siteName.,RECORDS IDENTICAL (identical data) except for URLs and/or site Name. Automatically choose #1.
124,1714,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/018_pages2k_NAm_2716_FE23_northamerica_mexico_mexi020__124_1714.jpg,pages2k_NAm_2716,FE23_northamerica_mexico_mexi020,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),FE23 (Breitenmoser et al. (2014)),La Tasajera (San Pedro Martir),LaTasajera(SanPedroMartir),31.0,30.96666717529297,-115.5,-115.5,2400.0,2400.0,tree,tree,TRW,TRW,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi020.rwl,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi020.rwl,1536.0-1995.0,1596.0-1995.0,REMOVE,KEEP,MANUAL,keep FE23 n>=8 version
125,3855,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/019_pages2k_Ant_009_iso2k_IC07KADF01A__125_3855.jpg,pages2k_Ant_009,iso2k_IC07KADF01A,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),Iso2k v1.0.1,Dome F 1993,Dome F 1993,-77.31999969482422,-77.31999969482422,39.70000076293945,39.70000076293945,3810.0,3810.0,glacier ice,glacier ice,d18O,d18O,this study,https://www.ncdc.noaa.gov/paleo-search/study/22471,423.8-1467.2,423.8-1467.2,KEEP,REMOVE,AUTO: IDENTICAL except for URLs and/or geo_siteName.,RECORDS IDENTICAL (perfect correlation) except for URLs and/or site Name. Automatically choose #1.
126,3898,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/020_pages2k_Ant_050_iso2k_IC13ST2401A__126_3898.jpg,pages2k_Ant_050,iso2k_IC13ST2401A,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),Iso2k v1.0.1,US-ITASE-2002-4,US-ITASE-2002-4,-86.5,-86.5,-107.98999786376953,-107.98999786376953,2586.0,2586.0,glacier ice,glacier ice,d18O,d18O,http://dx.doi.org/10.7265/N5QJ7F8B,https://www.ncdc.noaa.gov/paleo/study/22520,1593.5-2002.8,1593.5-2002.9,REMOVE,KEEP,MANUAL,keep iso2k version for better originalDataURL
136,2205,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/021_pages2k_NAm_484_FE23_northamerica_usa_ak6__136_2205.jpg,pages2k_NAm_484,FE23_northamerica_usa_ak6,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),FE23 (Breitenmoser et al. (2014)),Starrigawan  Old Sitka,StarrigawanOldSitka,57.099998474121094,57.13333511352539,-135.39999389648438,-135.38333129882812,5.0,5.0,tree,tree,TRW,TRW,https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:3669,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak6.rwl,1605.0-1985.0,1800.0-1985.0,REMOVE,KEEP,MANUAL,keep FE23 n>=8 version
141,2634,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/022_pages2k_NAm_2560_FE23_northamerica_usa_co586__141_2634.jpg,pages2k_NAm_2560,FE23_northamerica_usa_co586,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),FE23 (Breitenmoser et al. (2014)),Fool Creek,FoolCreek,39.900001525878906,39.86666488647461,-105.9000015258789,-105.86666870117188,3370.0,3370.0,tree,tree,TRW,TRW,https://www.ncdc.noaa.gov/paleo/study/2871,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co586.rwl,1224.0-1992.0,1314.0-1992.0,REMOVE,KEEP,MANUAL,keep FE23 n>=8 version
146,546,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/023_pages2k_Asia_011_pages2k_Asia_012__146_546.jpg,pages2k_Asia_011,pages2k_Asia_012,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),"Altai Mt., Ust Ulagan Lake","Altai Mt., Ust Ulagan Lake",50.47999954223633,50.47999954223633,87.6500015258789,87.6500015258789,2150.0,2150.0,tree,tree,TRW,TRW,https://www.ncdc.noaa.gov/paleo/study/4710,https://www.ncdc.noaa.gov/paleo/study/4710,1581.0-1994.0,1581.0-1994.0,COMPOSITE,COMPOSITE,MANUAL,"same sample different highly correlated observation, composite for our purposes"
146,2004,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/024_pages2k_Asia_011_FE23_asia_russ137w__146_2004.jpg,pages2k_Asia_011,FE23_asia_russ137w,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),FE23 (Breitenmoser et al. (2014)),"Altai Mt., Ust Ulagan Lake",UstUlaganLake(Altai),50.47999954223633,50.483333587646484,87.6500015258789,87.6500015258789,2150.0,2150.0,tree,tree,TRW,TRW,https://www.ncdc.noaa.gov/paleo/study/4710,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ137w.rwl,1581.0-1994.0,1783.0-1994.0,REMOVE,KEEP,MANUAL,keep FE23 n>=8 version
155,2730,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/025_pages2k_NAm_2656_FE23_northamerica_usa_id013__155_2730.jpg,pages2k_NAm_2656,FE23_northamerica_usa_id013,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),FE23 (Breitenmoser et al. (2014)),Sleeping Deer Road,SleepingDeerRoad,44.599998474121094,44.61666488647461,-114.5,-114.5,2820.0,2820.0,tree,tree,TRW,TRW,https://www.ncdc.noaa.gov/paleo/study/3576,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/id013.rwl,1305.0-1997.0,1573.0-1997.0,REMOVE,KEEP,MANUAL,keep FE23 n>=8 version
158,3627,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/026_pages2k_Ocean2kHR_154_ch2k_GO12SBV01396_181__158_3627.jpg,pages2k_Ocean2kHR_154,ch2k_GO12SBV01396_181,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),CoralHydro2k v1.0.0,Vanuatu,"Sabine Bank, Vanuatu",-15.9399995803833,-15.9399995803833,166.0399932861328,166.07000732421875,-8.0,-8.0,coral,coral,d18O,d18O,"http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:0::::P1_STUDY_ID:13439,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/gorman2012.txt,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/gorman2012-rawdata.txt",https://www.ncdc.noaa.gov/paleo/study/13439,1842.6-2007.6,1842.6-2007.6,KEEP,REMOVE,AUTO: IDENTICAL except for URLs and/or geo_siteName.,RECORDS IDENTICAL (perfect correlation) except for URLs and/or site Name. Automatically choose #1.
158,3754,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/027_pages2k_Ocean2kHR_154_iso2k_Ocean2kHR_154__158_3754.jpg,pages2k_Ocean2kHR_154,iso2k_Ocean2kHR_154,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),Iso2k v1.0.1,Vanuatu,Vanuatu,-15.9399995803833,-15.9399995803833,166.0399932861328,166.0399932861328,-8.0,-8.0,coral,coral,d18O,d18O,"http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:0::::P1_STUDY_ID:13439,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/gorman2012.txt,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/gorman2012-rawdata.txt",https://www.ncdc.noaa.gov/paleo/study/13439,1842.6-2007.6,1842.6-2007.6,KEEP,REMOVE,AUTO: IDENTICAL except for URLs and/or geo_siteName.,RECORDS IDENTICAL (perfect correlation) except for URLs and/or site Name. Automatically choose #1.
161,2137,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/028_pages2k_NAm_220_FE23_northamerica_usa_ak046__161_2137.jpg,pages2k_NAm_220,FE23_northamerica_usa_ak046,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),FE23 (Breitenmoser et al. (2014)),Kobuk/Noatak,Kobuk/Noatak,67.0999984741211,67.06666564941406,-159.60000610351562,-159.61666870117188,100.0,100.0,tree,tree,TRW,TRW,https://www.ncdc.noaa.gov/paleo/study/3706,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak046.rwl,978.0-1992.0,1126.0-1992.0,REMOVE,KEEP,MANUAL,keep FE23 n>=8 version
163,575,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/029_pages2k_Asia_015_pages2k_Asia_017__163_575.jpg,pages2k_Asia_015,pages2k_Asia_017,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),"Altai Mt., Ust Ulagan Lake","Altai Mt., Ust Ulagan Lake",50.47999954223633,50.47999954223633,87.6500015258789,87.6500015258789,2150.0,2150.0,tree,tree,TRW,TRW,https://www.ncdc.noaa.gov/paleo/study/4710,https://www.ncdc.noaa.gov/paleo/study/4710,1581.0-1994.0,1581.0-1994.0,COMPOSITE,COMPOSITE,MANUAL,"same sample different highly correlated observation, composite for our purposes"
166,3513,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/030_pages2k_Ocean2kHR_145_ch2k_QU06RAB01146_67__166_3513.jpg,pages2k_Ocean2kHR_145,ch2k_QU06RAB01146_67,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),CoralHydro2k v1.0.0,Rabaul,"Rabaul, East New Britain, Papua New Guinea",-4.1915998458862305,-4.179999828338623,151.97720336914062,151.97999572753906,-8.0,-8.0,coral,coral,Sr/Ca,Sr/Ca,"http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:6116,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/papua_new_guinea/rabaul2006.txt",https://www.ncdc.noaa.gov/paleo/study/6116,1867.4-1997.5,1867.4-1997.5,KEEP,REMOVE,AUTO: IDENTICAL except for URLs and/or geo_siteName.,RECORDS IDENTICAL (perfect correlation) except for URLs and/or site Name. Automatically choose #1.
167,3512,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/031_pages2k_Ocean2kHR_144_ch2k_QU06RAB01144_66__167_3512.jpg,pages2k_Ocean2kHR_144,ch2k_QU06RAB01144_66,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),CoralHydro2k v1.0.0,Rabaul,"Rabaul, East New Britain, Papua New Guinea",-4.1915998458862305,-4.179999828338623,151.97720336914062,151.97999572753906,-8.0,-8.0,coral,coral,d18O,d18O,"http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:6116,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/papua_new_guinea/rabaul2006.txt",https://www.ncdc.noaa.gov/paleo/study/6116,1867.4-1997.5,1867.4-1997.5,KEEP,REMOVE,AUTO: IDENTICAL except for URLs and/or geo_siteName.,RECORDS IDENTICAL (perfect correlation) except for URLs and/or site Name. Automatically choose #1.
