"sample_id","Sr_Ca_measurement","Sr_Ca_precision"
6872,0.2532,NA
6873,0.263218181818183,NA
6874,0.2647,NA
6875,0.238618181818183,NA
6876,0.24665,NA
6877,0.250636363636366,NA
6878,0.2304,NA
6879,0.255,NA
6880,0.2233,NA
6881,0.24,NA
6882,0.233,NA
6883,0.2504,NA
6884,0.2418,NA
6885,0.224299999999999,NA
6886,0.219183333333333,NA
6887,0.264699999999999,NA
6888,0.236566666666667,NA
6889,0.2831,NA
6890,0.30244166666667,NA
6891,0.328100000000001,NA
6892,0.342,NA
6893,0.342,NA
6894,0.2691,NA
6895,0.2541,NA
6896,0.299754545454545,NA
6897,0.362536363636361,NA
6898,0.3095,NA
6899,0.3086,NA
6900,0.322000000000004,NA
6901,0.3324,NA
6902,0.291863636363632,NA
6903,0.2858,NA
6904,0.325227272727274,NA
6905,0.298725,NA
6906,0.2647,NA
6907,0.2836,NA
6908,0.312972727272723,NA
6909,0.342363636363635,NA
6910,0.3623,NA
6911,0.3148,NA
6912,0.387483333333332,NA
6913,0.3014,NA
6914,0.330583333333332,NA
6915,0.312309090909092,NA
6916,0.393,NA
6917,0.3209,NA
6918,0.3104,NA
6919,0.3236,NA
6920,0.3333,NA
6921,0.395754545454535,NA
6922,0.3843,NA
6923,0.3341,NA
6924,0.302274999999999,NA
6925,0.309200000000001,NA
6926,0.334733333333342,NA
6927,0.293116666666668,NA
6928,0.24,NA
6929,0.3508,NA
6930,0.334409090909092,NA
6931,0.3148,NA
6932,0.3183,NA
6933,0.331499999999985,NA
6934,0.2937,NA
6935,0.2735,NA
6936,0.2761,NA
6937,0.3157,NA
6938,0.271025,NA
6939,0.290616666666664,NA
6940,0.2638,NA
6941,0.267572727272725,NA
6942,0.263963636363637,NA
6943,0.2708,NA
6944,0.2189,NA
6945,0.209699999999996,NA
6946,0.189,NA
6947,0.2075,NA
6948,0.1961,NA
6949,0.1847,NA
6950,0.1796,NA
6951,0.2225,NA
6952,0.2225,NA
6953,0.2128,NA
6954,0.194109090909092,NA
6955,0.211,NA
6956,0.2163,NA
6957,0.1741,NA
6958,0.1222,NA
6959,0.137866666666667,NA
6960,0.1424,NA
6961,0.118445454545457,NA
6962,0.102,NA
6963,0.114299999999997,NA
6964,0.0985,NA
6965,0.112616666666665,NA
6966,0.112236363636365,NA
6967,0.1134,NA
6968,0.095,NA
6969,0.103649999999999,NA
6970,0.0941,NA
6971,0.1002,NA
6972,0.0846249999999995,NA
6973,0.080081818181818,NA
6974,0.0758272727272738,NA
6976,0.0536,NA
6977,0.0803249999999972,NA
6978,0.0913333333333335,NA
6979,0.1002,NA
6980,0.102,NA
6981,0.1205,NA
6982,0.118099999999999,NA
6983,0.1125,NA
6984,0.130709090909089,NA
6985,0.14435,NA
6986,0.13555,NA
6987,0.1782,NA
6988,0.1996,NA
6989,0.185208333333336,NA
6990,0.192472727272727,NA
6991,0.214066666666667,NA
6992,0.189,NA
6993,0.216624999999997,NA
6994,0.2005,NA
6995,0.1882,NA
6996,0.2295,NA
6997,0.220336363636369,NA
6998,0.2286,NA
6999,0.250633333333338,NA
7000,0.227525,NA
7001,0.217072727272726,NA
7002,0.2084,NA
7003,0.243900000000001,NA
7004,0.2592,NA
7005,0.226,NA
7006,0.22865,NA
7007,0.223700000000002,NA
7008,0.2594,NA
7009,0.244618181818177,NA
7010,0.262,NA
7011,0.275558333333331,NA
7012,0.2493,NA
7013,0.2603,NA
7014,0.261945454545459,NA
7015,0.234136363636365,NA
7016,0.250345454545457,NA
7017,0.2787,NA
7018,0.2814,NA
7019,0.2568,NA
7020,0.2471,NA
7021,0.23905,NA
7022,0.246599999999999,NA
7023,0.301816666666666,NA
7024,0.2664,NA
7025,0.285166666666655,NA
7026,0.262166666666663,NA
7027,0.2128,NA
7028,0.2524,NA
7029,0.261563636363634,NA
7030,0.302166666666663,NA
7031,0.2568,NA
7032,0.2216,NA
7033,0.24,NA
7034,0.230999999999999,NA
7035,0.233027272727277,NA
7036,0.251916666666672,NA
7037,0.258827272727272,NA
7038,0.3025,NA
7039,0.2814,NA
7040,0.2998,NA
7041,0.2761,NA
7042,0.282372727272727,NA
7043,0.32095,NA
7044,0.316816666666668,NA
7045,0.3381,NA
7046,0.3139,NA
7047,0.313,NA
7048,0.3007,NA
7049,0.341575,NA
7050,0.362936363636362,NA
7051,0.3649,NA
7052,0.27885454545455,NA
7053,0.3482,NA
7054,0.3262,NA
7055,0.3086,NA
7056,0.340658333333331,NA
7057,0.3009,NA
7058,0.359799999999997,NA
7059,0.31239090909091,NA
7060,0.288318181818181,NA
7061,0.278481818181818,NA
7062,0.2559,NA
7063,0.2937,NA
7064,0.292016666666662,NA
7065,0.337427272727278,NA
7066,0.320233333333341,NA
7067,0.307436363636349,NA
7068,0.277966666666667,NA
7069,0.228633333333331,NA
7070,0.257366666666665,NA
7071,0.2453,NA
7072,0.230899999999998,NA
7073,0.204263636363638,NA
7074,0.146,NA
7075,0.1187,NA
7076,0.0909666666666684,NA
7077,0.0876333333333361,NA
7078,0.0888,NA
7079,0.0721,NA
7081,0.0798909090909107,NA
7082,0.0801090909091014,NA
7083,0.0914,NA
7084,0.1029,NA
7085,0.0976,NA
7086,0.131633333333336,NA
7087,0.1231,NA
7088,0.126983333333338,NA
7089,0.1064,NA
7090,0.1161,NA
7091,0.109099999999997,NA
7092,0.1038,NA
7093,0.1222,NA
7094,0.146833333333332,NA
7095,0.145154545454545,NA
7096,0.132600000000008,NA
7097,0.159227272727273,NA
7098,0.150683333333335,NA
7099,0.14485,NA
7100,0.1468,NA
7101,0.1512,NA
7102,0.174427272727272,NA
7103,0.1635,NA
7104,0.157236363636363,NA
7105,0.1838,NA
7106,0.194650000000006,NA
7107,0.1926,NA
7108,0.1882,NA
7109,0.2137,NA
7110,0.2198,NA
7111,0.2321,NA
7112,0.2357,NA
7113,0.2655,NA
7114,0.332081818181817,NA
7115,0.4484,NA
7116,0.4133,NA
7117,0.4493,NA
7118,0.405066666666674,NA
7120,0.391925,NA
7121,0.32385000000001,NA
7122,0.392900000000008,NA
7123,0.318818181818194,NA
7124,0.20149090909091,NA
7125,0.0873333333333316,NA
7126,0.0703750000000004,NA
7127,0.0830916666666625,NA
7129,0.0835,NA
7130,0.0669963636363633,NA
7131,0.0844,NA
7132,0.0818,NA
7133,0.0793100000000006,NA
7134,0.0835,NA
7135,0.0799836363636358,NA
7136,0.0833199999999999,NA
7137,0.0906,NA
7138,0.1029,NA
7139,0.0983916666666647,NA
7140,0.0914981818181816,NA
7141,0.0879,NA
7142,0.0862,NA
7143,0.0913566666666683,NA
7144,0.0879963636363612,NA
7145,0.0929599999999995,NA
7146,0.103924999999998,NA
7147,0.0962266666666695,NA
7148,0.0994,NA
7149,0.11102909090909,NA
7150,0.111265000000001,NA
7151,0.116841666666665,NA
7152,0.108679999999999,NA
7153,0.1108,NA
7154,0.1064,NA
7155,0.122576363636365,NA
7156,0.12993,NA
7157,0.1337,NA
7158,0.1161,NA
7159,0.1319,NA
7160,0.129100000000003,NA
7161,0.121359999999997,NA
7162,0.131540000000003,NA
7163,0.135070909090911,NA
7164,0.138,NA
7165,0.1284,NA
7166,0.12528363636364,NA
7167,0.124993333333331,NA
7168,0.1328,NA
7169,0.142658333333333,NA
7170,0.1301,NA
7171,0.138716666666667,NA
7172,0.1169,NA
7173,0.132788333333351,NA
7174,0.140327272727279,NA
7175,0.1275,NA
7176,0.128174545454547,NA
7177,0.12367,NA
7178,0.121720000000001,NA
7179,0.11119,NA
7180,0.131032727272728,NA
7181,0.11672,NA
7182,0.142773333333331,NA
7183,0.131579999999995,NA
7184,0.1249,NA
7185,0.143359999999998,NA
7186,0.1442,NA
7187,0.141905454545454,NA
7188,0.1222,NA
7189,0.142958181818185,NA
7190,0.146,NA
7191,0.1328,NA
7192,0.1389,NA
7193,0.133367272727271,NA
7194,0.141509090909093,NA
7195,0.1398,NA
7196,0.1433,NA
7197,0.138,NA
7198,0.139079999999999,NA
7199,0.117539999999991,NA
7200,0.133274545454545,NA
7201,0.14061,NA
7202,0.138981818181821,NA
7203,0.12813,NA
7204,0.14782,NA
7205,0.1548,NA
7206,0.150720000000002,NA
7207,0.1539,NA
7208,0.134269090909097,NA
7209,0.1495,NA
7210,0.1495,NA
7211,0.150995,NA
7212,0.1442,NA
7213,0.1398,NA
7214,0.150174999999998,NA
7215,0.147585454545454,NA
7216,0.1328,NA
7217,0.1363,NA
7218,0.137693333333338,NA
7219,0.144461818181819,NA
7220,0.1257,NA
7221,0.1345,NA
7222,0.132965,NA
7223,0.1319,NA
7224,0.1442,NA
7225,0.1389,NA
7226,0.135892727272727,NA
7227,0.155493333333332,NA
7228,0.133758181818183,NA
7229,0.1451,NA
7230,0.145198181818182,NA
7231,0.102,NA
7232,0.0867763636363641,NA
7233,0.0862,NA
7234,0.0856090909090893,NA
7235,0.079580000000001,NA
7236,0.0781649999999998,NA
7237,0.0760649999999994,NA
7238,0.0835981818181815,NA
7239,0.0862,NA
7240,0.0745490909090908,NA
7241,0.0659,NA
7242,0.0727999999999983,NA
7243,0.0712,NA
7244,0.0696199999999992,NA
7245,0.0880454545454532,NA
7246,0.0815300000000006,NA
7247,0.0976,NA
7248,0.113030000000001,NA
7249,0.1082,NA
7250,0.111640000000004,NA
7251,0.11798,NA
7252,0.1372,NA
7253,0.1363,NA
7254,0.131,NA
7255,0.146,NA
7256,0.150830000000001,NA
7257,0.1372,NA
7258,0.153621818181817,NA
7259,0.1424,NA
7260,0.130852727272727,NA
7261,0.1451,NA
7262,0.103427272727253,NA
7263,0.151871666666646,NA
7264,0.1627,NA
7265,0.1609,NA
7266,0.156719999999999,NA
7267,0.1679,NA
7268,0.1521,NA
7269,0.1521,NA
7270,0.147476363636356,NA
7271,0.138,NA
7272,0.162065454545451,NA
7273,0.17798545454546,NA
7274,0.166665,NA
7275,0.160578181818181,NA
7276,0.180426666666673,NA
7277,0.165643636363636,NA
7278,0.1627,NA
7279,0.1706,NA
7280,0.162253333333334,NA
7281,0.161065000000002,NA
7282,0.1679,NA
7283,0.1803,NA
7284,0.167909090909093,NA
7285,0.1767,NA
7286,0.206483333333329,NA
7287,0.2172,NA
7288,0.210320000000008,NA
7289,0.2102,NA
7290,0.2444,NA
7291,0.2313,NA
7292,0.267456363636359,NA
7293,0.291,NA
7294,0.3236,NA
7295,0.413459999999999,NA
7296,0.4361,NA
7297,0.450085454545453,NA
7298,0.3843,NA
7299,0.3992,NA
7300,0.388961666666667,NA
7301,0.338005454545454,NA
7302,0.414766666666667,NA
7303,0.0791,NA
7304,0.0765,NA
7305,0.0774,NA
7306,0.0809,NA
7307,0.0799690909090921,NA
7308,0.0862,NA
7309,0.0835,NA
7310,0.0781690909090912,NA
7311,0.0862,NA
7312,0.0796166666666656,NA
7313,0.0747,NA
7314,0.0840966666666675,NA
7315,0.0712,NA
7316,0.079230909090909,NA
7317,0.0832866666666672,NA
7318,0.0862,NA
7319,0.0871,NA
7320,0.100592727272727,NA
7321,0.0941,NA
7322,0.0985,NA
7323,0.0985,NA
7324,0.112009090909089,NA
7325,0.109,NA
7326,0.116749999999998,NA
7327,0.107191666666669,NA
7328,0.1082,NA
7329,0.1073,NA
7330,0.111850000000002,NA
7331,0.1029,NA
7332,0.1073,NA
7333,0.105679999999999,NA
7334,0.1055,NA
7335,0.0973654545454516,NA
7336,0.1125,NA
7337,0.1082,NA
7338,0.1055,NA
7339,0.1064,NA
7340,0.1002,NA
7341,0.1117,NA
7342,0.103358181818181,NA
7343,0.102949090909093,NA
7344,0.101009999999999,NA
7345,0.1099,NA
7346,0.0919981818181846,NA
7347,0.102,NA
7348,0.1011,NA
7349,0.1055,NA
7350,0.107545454545455,NA
7351,0.11041,NA
7352,0.1108,NA
7353,0.112193333333338,NA
7354,0.0994036363636409,NA
7355,0.109,NA
7356,0.113954545454547,NA
7357,0.0976716666666675,NA
7358,0.095,NA
7359,0.106833333333334,NA
7360,0.1125,NA
7361,0.10002,NA
7362,0.1029,NA
7363,0.0932,NA
7364,0.0932,NA
7365,0.0906,NA
7366,0.0853,NA
7367,0.0958,NA
7368,0.0827,NA
7369,0.0867890909090913,NA
7370,0.0862,NA
19316,0.303718,NA
19318,0.316526,NA
19320,0.354948,NA
19322,0.40389,NA
19324,0.419442,NA
19326,0.403433,NA
19328,0.456492,NA
19330,0.430877,NA
19332,0.448259,NA
19334,0.410751,NA
19336,0.392913,NA
19338,0.391083,NA
19340,0.395657,NA
19342,0.401603,NA
19344,0.431335,NA
19346,0.380563,NA
19348,0.401146,NA
19350,0.408922,NA
19352,0.38102,NA
19354,0.429963,NA
19356,0.450088,NA
19358,0.40572,NA
19360,0.417613,NA
19361,0.406635,NA
19363,0.438196,NA
19365,0.461981,NA
19367,0.440026,NA
19369,0.4693,NA
19371,0.455577,NA
19373,0.420357,NA
19375,0.448259,NA
19377,0.466555,NA
19379,0.456035,NA
19382,0.40755,NA
19384,0.3952,NA
19386,0.483479,NA
19388,0.39154,NA
19390,0.449174,NA
19392,0.434537,NA
19394,0.402061,NA
19396,0.461981,NA
19398,0.448259,NA
19400,0.460151,NA
19402,0.44094,NA
19404,0.446887,NA
19406,0.439111,NA
19408,0.454663,NA
19410,0.515498,NA
19412,0.486224,NA
19414,0.499488,NA
19416,0.437281,NA
19418,0.413953,NA
19420,0.398401,NA
19422,0.355863,NA
19424,0.379648,NA
19426,0.480735,NA
19428,0.437738,NA
19430,0.44094,NA
19432,0.477075,NA
19434,0.466555,NA
19436,0.514583,NA
19438,0.574503,NA
19440,0.495372,NA
19442,0.470214,NA
19444,0.4693,NA
19446,0.452833,NA
19448,0.51504,NA
19450,0.547974,NA
19452,0.53974,NA
19454,0.517785,NA
19456,0.531964,NA
19458,0.484394,NA
19460,0.504977,NA
19462,0.487138,NA
19464,0.494,NA
19466,0.526475,NA
19468,0.489883,NA
19470,0.45695,NA
19472,0.469757,NA
19474,0.471587,NA
19476,0.493085,NA
19478,0.495372,NA
19480,0.471129,NA
19482,0.488968,NA
19484,0.476161,NA
19486,0.51504,NA
19488,0.52739,NA
19490,0.505435,NA
19492,0.496287,NA
19494,0.46747,NA
19496,0.500403,NA
19499,0.502233,NA
19501,0.526933,NA
19503,0.4446,NA
19505,0.521444,NA
19507,0.447801,NA
19509,0.519614,NA
19511,0.405263,NA
19513,0.465183,NA
19515,0.465183,NA
19517,0.476618,NA
19519,0.484851,NA
19521,0.450546,NA
19522,0.493085,NA
19524,0.467927,NA
19526,0.491255,NA
19528,0.471587,NA
19530,0.486224,NA
19532,0.494914,NA
19534,0.522816,NA
19536,0.558951,NA
19538,0.523731,NA
19540,0.449631,NA
19542,0.476618,NA
19544,0.450546,NA
19546,0.441855,NA
19548,0.4693,NA
19550,0.4341,NA
19552,0.4144,NA
19554,0.4602,NA
19556,0.419,NA
19558,0.4606,NA
19560,0.4725,NA
19562,0.4739,NA
19564,0.4167,NA
19566,0.413,NA
19568,0.4062,NA
19570,0.467,NA
19572,0.4153,NA
19574,0.4313,NA
19576,0.4473,NA
19578,0.4624,NA
19580,0.4565,NA
19582,0.4922,NA
19584,0.5471,NA
19586,0.4862,NA
19588,0.5603,NA
19590,0.6106,NA
19592,0.5608,NA
19594,0.5667,NA
19596,0.6116,NA
19598,0.6921,NA
19600,0.6701,NA
19602,0.6916,NA
19604,0.6445,NA
19606,0.6893,NA
19608,0.6623,NA
19610,0.6632,NA
19612,0.7113,NA
19614,0.6651,NA
19616,0.6523,NA
19618,0.7227,NA
19620,0.6619,NA
19622,0.6898,NA
19624,0.671,NA
19626,0.6738,NA
19628,0.6701,NA
19630,0.7232,NA
19632,0.6893,NA
19634,0.7195,NA
19636,0.6792,NA
19638,0.6298,NA
19640,0.6765,NA
19642,0.6669,NA
19644,0.7053,NA
19647,0.6747,NA
19649,0.7364,NA
19651,0.6756,NA
19653,0.666,NA
19655,0.7099,NA
19657,0.6916,NA
19659,0.6838,NA
19661,0.6783,NA
19663,0.6431,NA
19665,0.6381,NA
19667,0.612,NA
19669,0.6138,NA
19671,0.5946,NA
19673,0.6051,NA
19675,0.5901,NA
19677,0.6381,NA
19679,0.5768,NA
19681,0.5937,NA
19683,0.5832,NA
19685,0.5823,NA
19687,0.5855,NA
19689,0.5987,NA
19691,0.5617,NA
19693,0.5974,NA
19695,0.5804,NA
19697,0.5631,NA
19699,0.5384,NA
19701,0.5228,NA
19703,0.5402,NA
19706,0.5059,NA
19708,0.5562,NA
19710,0.5448,NA
19712,0.5352,NA
19714,0.5256,NA
19716,0.5512,NA
19718,0.5649,NA
19720,0.5379,NA
19722,0.5667,NA
19724,0.5466,NA
19726,0.5301,NA
19728,0.5219,NA
19730,0.5484,NA
19732,0.5306,NA
19734,0.5123,NA
19736,0.5278,NA
19738,0.5704,NA
19740,0.6024,NA
19742,0.5823,NA
19744,0.559,NA
19746,0.583651312,NA
19748,0.590512417,NA
19750,0.573130952,NA
19752,0.587310568,NA
19754,0.583651312,NA
19756,0.583651312,NA
19758,0.554377265,NA
19760,0.596001301,NA
19762,0.616584615,NA
19764,0.628477197,NA
19766,0.655006802,NA
19768,0.612467953,NA
19770,0.597830929,NA
19772,0.611553139,NA
19774,0.658208651,NA
19776,0.609266104,NA
19778,0.590969824,NA
19780,0.619786464,NA
19782,0.608808697,NA
19784,0.624360534,NA
19786,0.711725268,NA
19788,0.672845675,NA
19790,0.650890139,NA
19792,0.63716793,NA
19794,0.653177174,NA
19797,0.69480121,NA
19799,0.674675302,NA
19801,0.702119722,NA
19803,0.733680803,NA
19805,0.723160443,NA
19807,0.718128966,NA
19809,0.758838188,NA
19811,0.767071513,NA
19813,0.729106734,NA
19815,0.721330815,NA
19817,0.795888153,NA
19819,0.748317827,NA
19821,0.76158263,NA
19823,0.787197421,NA
19825,0.788569642,NA
19827,0.779421502,NA
19829,0.745115978,NA
19831,0.794058525,NA
19833,0.770730769,NA
19835,0.827449235,NA
19837,0.827449235,NA
19839,0.837054782,NA
19841,0.76158263,NA
19843,0.752891897,NA
19845,0.821045538,NA
19847,0.823789979,NA
19849,0.840256631,NA
19851,0.776219653,NA
19853,0.737340059,NA
19855,0.744201164,NA
19857,0.699832687,NA
19859,0.692056768,NA
19861,0.742371536,NA
19863,0.766614106,NA
19865,0.678334558,NA
19867,0.731851176,NA
19869,0.7858252,NA
19871,0.731393769,NA
19873,0.724990071,NA
19875,0.789027049,NA
19877,0.81006777,NA
19879,0.852149213,NA
19881,0.79039927,NA
19883,0.751062269,NA
19885,0.703034535,NA
19888,0.717214152,NA
19890,0.716299338,NA
19892,0.770273362,NA
19894,0.85855291,NA
19896,0.904293609,NA
19898,0.929450993,NA
19900,0.887826957,NA
19902,0.909782493,NA
19904,0.913441748,NA
19906,0.874562155,NA
19908,0.88279548,NA
19910,0.884625108,NA
19912,0.882338073,NA
19914,0.849404771,NA
19916,0.87227512,NA
19918,0.871360306,NA
19920,0.897889911,NA
19922,0.931738028,NA
19924,0.864499201,NA
19926,0.919845446,NA
19928,0.829278863,NA
19930,0.828821456,NA
19932,0.825619607,NA
19934,0.752891897,NA
19936,0.771188176,NA
19937,0.839341817,NA
19938,0.752891897,NA
19939,0.769815955,NA
19940,0.779878909,NA
19941,0.803206665,NA
19942,0.783538165,NA
19943,0.74786042,NA
19944,0.732308583,NA
19945,0.730478955,NA
19946,0.725904885,NA
19947,0.783080758,NA
19948,0.765241885,NA
19949,0.758838188,NA
19950,0.715841931,NA
19951,0.727277106,NA
19952,0.651347546,NA
19953,0.737340059,NA
19954,0.689769733,NA
19955,0.70989564,NA
19956,0.732308583,NA
19957,0.696173431,NA
19958,0.76158263,NA
19959,0.730021548,NA
19960,0.812812212,NA
19961,0.688397512,NA
19962,0.757465967,NA
19963,0.671930861,NA
19964,0.713097489,NA
19965,0.681079,NA
19966,0.753806711,NA
19967,0.636253116,NA
19968,0.711725268,NA
19969,0.702577129,NA
19970,0.711267861,NA
19971,0.730478955,NA
19972,0.649060511,NA
19973,0.720416001,NA
19974,0.671473454,NA
19975,0.718128966,NA
19976,0.684738256,NA
19977,0.733223396,NA
19978,0.606979069,NA
19979,0.69937528,NA
19980,0.619786464,NA
19981,0.675590116,NA
19982,0.671016047,NA
19983,0.712640082,NA
19984,0.693886396,NA
19985,0.679706779,NA
19986,0.684280849,NA
19987,0.749690048,NA
19988,0.649517918,NA
19989,0.685195663,NA
19990,0.666441977,NA
19991,0.633508674,NA
19992,0.641742,NA
19993,0.657293837,NA
19994,0.659123465,NA
19995,0.605606848,NA
19996,0.643571627,NA
19997,0.617956836,NA
19998,0.606064255,NA
19999,0.60377722,NA
20000,0.572673545,NA
20001,0.600575371,NA
20002,0.646316069,NA
20003,0.606064255,NA
20004,0.626190162,NA
20005,0.578162429,NA
20006,0.688397512,NA
20007,0.567642068,NA
20008,0.672845675,NA
20009,0.587310568,NA
20010,0.637625337,NA
20011,0.574045766,NA
20012,0.649975325,NA
20013,0.621158685,NA
20014,0.638082744,NA
20015,0.614754987,NA
20016,0.631221639,NA
20017,0.586853161,NA
20019,0.638082744,NA
20021,0.596458708,NA
20023,0.620243871,NA
20025,0.617499429,NA
20027,0.639912372,NA
20029,0.642199407,NA
20031,0.645401255,NA
20033,0.657751244,NA
20035,0.618414243,NA
20037,0.595543894,NA
20039,0.66598457,NA
20040,0.644943848,NA
20042,0.631679046,NA
20044,0.683823442,NA
20046,0.677419744,NA
20048,0.688397512,NA
20050,0.672388268,NA
20052,0.671473454,NA
20054,0.763869664,NA
20056,0.808238142,NA
20058,0.87684919,NA
20060,0.956438005,NA
20062,0.761125223,NA
20064,0.778964095,NA
20066,0.799090002,NA
20068,0.948204679,NA
20070,0.848947364,NA
20072,0.706236384,NA
20074,0.694343803,NA
20076,0.630764232,NA
20078,0.635338302,NA
20080,0.558036521,NA
20082,0.603319813,NA
20084,0.575417987,NA
20086,0.662782721,NA
20088,0.607893883,NA
20090,0.585023533,NA
20092,0.5566643,NA
20094,0.589597603,NA
20096,0.626190162,NA
20098,0.63716793,NA
20100,0.667356791,NA
20102,0.684738256,NA
20105,0.677877151,NA
20107,0.697088245,NA
20109,0.688397512,NA
20111,0.707151198,NA
20113,0.665527163,NA
20115,0.71904378,NA
20117,0.645858662,NA
20119,0.722245629,NA
20121,0.751519676,NA
20123,0.804578886,NA
20125,0.772560397,NA
20127,0.713554896,NA
20129,0.75243449,NA
20131,0.718128966,NA
20133,0.749690048,NA
20135,0.691599361,NA
20137,0.815556654,NA
20139,0.854436247,NA
20141,0.921217667,NA
20143,0.932195435,NA
20145,0.930823214,NA
20147,0.889199178,NA
20149,0.91618619,NA
20151,0.85855291,NA
20153,0.800462223,NA
20155,0.843001073,NA
20157,0.847117736,NA
20159,0.877306597,NA
20161,0.764784478,NA
20163,0.778049281,NA
20165,0.813269619,NA
20167,0.85397884,NA
20169,0.923047295,NA
20171,0.898804725,NA
20173,0.818758503,NA
20175,0.854436247,NA
20177,0.89194362,NA
20179,0.829278863,NA
20180,0.869073271,NA
20182,0.880965853,NA
20184,0.902921388,NA
20186,0.934025063,NA
20188,0.938599133,NA
20190,0.928078772,NA
20192,0.898347318,NA
20194,0.912984341,NA
20196,0.942715795,NA
20198,0.913441748,NA
20200,0.964213924,NA
20202,0.92076026,NA
20204,0.899262132,NA
20206,0.931280621,NA
20208,0.959182447,NA
20210,0.911154714,NA
20212,0.864956608,NA
20214,0.882338073,NA
20215,0.835682561,NA
20217,0.875476969,NA
20219,0.86770105,NA
20221,0.886912143,NA
20223,0.878678818,NA
20225,0.826534421,NA
20227,0.813269619,NA
20229,0.873647341,NA
20231,0.836597375,NA
20233,0.885539922,NA
20235,0.896975097,NA
20237,0.888741771,NA
20239,0.825619607,NA
20241,0.800462223,NA
20243,0.830651084,NA
20245,0.827449235,NA
20247,0.810525177,NA
20249,0.828364049,NA
20251,0.786282607,NA
20253,0.831108491,NA
20255,0.781708537,NA
20257,0.780336316,NA
20259,0.808238142,NA
20261,0.752891897,NA
20263,0.809610363,NA
20265,0.803206665,NA
20267,0.792686304,NA
20269,0.780336316,NA
20271,0.783080758,NA
20273,0.747403013,NA
20275,0.767071513,NA
20277,0.780336316,NA
20279,0.788112235,NA
20281,0.788569642,NA
20283,0.78125113,NA
20285,0.730478955,NA
20287,0.8054937,NA
20289,0.860839945,NA
20291,0.773932618,NA
20293,0.795430746,NA
20295,0.79634556,NA
20297,0.763412257,NA
20299,0.735510431,NA
20301,0.76752892,NA
20303,0.784452979,NA
20305,0.787654828,NA
20307,0.805036293,NA
20309,0.763869664,NA
20311,0.806865921,NA
20313,0.830651084,NA
20315,0.820588131,NA
20317,0.81921591,NA
20319,0.833395526,NA
20321,0.76752892,NA
20323,0.847117736,NA
20325,0.819673317,NA
20327,0.835682561,NA
20329,0.83888441,NA
20331,0.922132481,NA
20333,0.908410272,NA
20335,0.90109176,NA
20337,0.838427003,NA
20339,0.837512189,NA
20341,0.88279548,NA
20343,0.821045538,NA
20345,0.895602876,NA
20347,0.821502945,NA
20349,0.810525177,NA
20351,0.791314084,NA
20353,0.784910386,NA
20355,0.813727026,NA
20357,0.804578886,NA
20359,0.76752892,NA
20361,0.80091963,NA
20363,0.767986327,NA
20365,0.773932618,NA
20367,0.759753002,NA
