"sample_id","U_Ca_measurement","U_Ca_precision"
6853,5e-04,NA
6854,5e-04,NA
6855,6e-04,NA
6856,5e-04,NA
6857,5e-04,NA
6858,5e-04,NA
6859,0.000533333333333314,NA
6860,7e-04,NA
6861,6e-04,NA
6862,0.00065454545454546,NA
6863,0.000516666666666686,NA
6864,5e-04,NA
6865,7e-04,NA
6866,8e-04,NA
6867,6e-04,NA
6868,6e-04,NA
6869,7e-04,NA
6870,8e-04,NA
6871,0.000716666666666657,NA
6872,0.000575,NA
6873,6e-04,NA
6874,9e-04,NA
6875,9e-04,NA
6876,0.001125,NA
6877,0.00113636363636367,NA
6878,0.0014,NA
6879,0.00158333333333331,NA
6880,0.00116666666666666,NA
6881,0.0012,NA
6882,0.00158333333333331,NA
6883,0.0013,NA
6884,0.00176363636363633,NA
6885,0.00158181818181816,NA
6886,0.0012,NA
6887,0.00149166666666666,NA
6888,0.00116666666666668,NA
6889,0.0013,NA
6890,0.0014,NA
6891,0.0014,NA
6892,0.00103333333333331,NA
6893,0.0011,NA
6894,0.0012,NA
6895,0.0011,NA
6896,0.001,NA
6897,0.0013,NA
6898,0.00101818181818178,NA
6899,0.001,NA
6900,0.0011,NA
6901,0.001075,NA
6902,0.001,NA
6903,0.0013,NA
6904,0.00130909090909089,NA
6905,0.0012,NA
6906,0.0011,NA
6907,0.00145,NA
6908,0.00179090909090911,NA
6909,0.0015,NA
6910,0.00196363636363637,NA
6911,0.0017,NA
6912,0.0014,NA
6913,0.003,NA
6914,0.00271666666666664,NA
6915,0.00294545454545452,NA
6916,0.0035818181818181,NA
6917,0.0027,NA
6918,0.00276666666666669,NA
6919,0.0026,NA
6920,0.0029,NA
6921,0.00356363636363633,NA
6922,0.0047,NA
6923,0.0041090909090907,NA
6924,0.00305000000000024,NA
6925,0.00213333333333349,NA
6926,0.00293333333333326,NA
6927,0.0054,NA
6928,0.0034,NA
6929,0.003,NA
6930,0.00245454545454551,NA
6931,0.00364166666666669,NA
6932,0.00394999999999988,NA
6933,0.00383333333333302,NA
6934,0.0033363636363637,NA
6935,0.0036,NA
6936,0.00345454545454548,NA
6937,0.0037,NA
6938,0.003775,NA
6939,0.00354166666666669,NA
6940,0.0033,NA
6941,0.0042,NA
6942,0.0039,NA
6943,0.005,NA
6944,0.0039,NA
6945,0.00489999999999982,NA
6946,0.00475,NA
6947,0.0035,NA
6948,0.0036,NA
6949,0.0049,NA
6950,0.004,NA
6951,0.00626363636363646,NA
6952,0.005,NA
6953,0.00502727272727266,NA
6954,0.0053,NA
6955,0.00740909090909096,NA
6956,0.0081,NA
6957,0.00995000000000012,NA
6958,0.008,NA
6959,0.00761666666666664,NA
6960,0.0082,NA
6961,0.0084181818181819,NA
6962,0.00846363636363639,NA
6963,0.0102,NA
6964,0.0058,NA
6965,0.00868333333333361,NA
6966,0.0110727272727273,NA
6967,0.013,NA
6968,0.0079,NA
6969,0.0100916666666662,NA
6970,0.0085,NA
6971,0.00786666666666675,NA
6972,0.00667499999999982,NA
6973,0.00543636363636354,NA
6974,0.00223636363636367,NA
6976,2e-04,NA
6977,2e-04,NA
6978,2e-04,NA
6979,2e-04,NA
6980,2e-04,NA
6981,2e-04,NA
6982,3e-04,NA
6983,3e-04,NA
6984,3e-04,NA
6985,4e-04,NA
6986,5e-04,NA
6987,5e-04,NA
6988,5e-04,NA
6989,0.000408333333333373,NA
6990,5e-04,NA
6991,0.000583333333333363,NA
6992,5e-04,NA
6993,6e-04,NA
6994,6e-04,NA
6995,0.00053636363636363,NA
6996,0.000727272727272721,NA
6997,0.00101818181818177,NA
6998,0.0011,NA
6999,0.00108333333333337,NA
7000,6e-04,NA
7001,6e-04,NA
7002,6e-04,NA
7003,0.00110909090909089,NA
7004,0.0011,NA
7005,0.0017,NA
7006,9e-04,NA
7007,8e-04,NA
7008,0.00075,NA
7009,6e-04,NA
7010,8e-04,NA
7011,7e-04,NA
7012,8e-04,NA
7013,7e-04,NA
7014,6e-04,NA
7015,0.00090909090909095,NA
7016,8e-04,NA
7017,7e-04,NA
7018,9e-04,NA
7019,9e-04,NA
7020,0.000863636363636328,NA
7021,0.0013,NA
7022,0.00144545454545456,NA
7023,0.0011,NA
7024,0.0019,NA
7025,0.0018,NA
7026,0.00298333333333325,NA
7027,0.00164545454545452,NA
7028,0.00146363636363633,NA
7029,0.00148181818181816,NA
7030,0.0014,NA
7031,0.00149166666666669,NA
7032,0.00169999999999994,NA
7033,0.0017,NA
7034,0.00178333333333325,NA
7035,0.00144545454545452,NA
7036,0.0011,NA
7037,0.0012,NA
7038,0.0012,NA
7039,0.0013,NA
7040,0.0012,NA
7041,0.00132727272727272,NA
7042,0.00119090909090911,NA
7043,0.0013,NA
7044,0.0012,NA
7045,0.001375,NA
7046,0.0012,NA
7047,0.0013,NA
7048,0.0016,NA
7049,0.002,NA
7050,0.0027,NA
7051,0.00245,NA
7052,0.002,NA
7053,0.0033,NA
7054,0.00296363636363639,NA
7055,0.003,NA
7056,0.00357499999999994,NA
7057,0.0033,NA
7058,0.0034,NA
7059,0.00404545454545452,NA
7060,0.004,NA
7061,0.0035,NA
7062,0.0036,NA
7063,0.0046,NA
7064,0.00463333333333302,NA
7065,0.0047,NA
7066,0.0047,NA
7067,0.0048,NA
7068,0.00557499999999988,NA
7069,0.0081,NA
7070,0.0039,NA
7071,0.0038,NA
7072,0.0062,NA
7073,0.00621818181818178,NA
7074,0.00345454545454489,NA
7075,0.0042,NA
7076,0.00461666666666675,NA
7077,0.0062,NA
7078,0.0065,NA
7079,3e-04,NA
7081,0.00104545454545459,NA
7082,0.00150909090909133,NA
7083,0.000836363636363566,NA
7084,0.0017,NA
7085,0.00161666666666651,NA
7086,0.0022,NA
7087,0.00126666666666675,NA
7088,0.0015,NA
7089,0.0014,NA
7090,0.0015,NA
7091,0.0015,NA
7092,0.0013,NA
7093,0.0015,NA
7094,0.00166666666666675,NA
7095,0.0018,NA
7096,0.00162727272727287,NA
7097,0.0017,NA
7098,0.0017,NA
7099,0.0016,NA
7100,0.0021,NA
7101,0.0022,NA
7102,0.0016,NA
7103,0.0021,NA
7104,0.0019,NA
7105,0.0023,NA
7106,0.0023,NA
7107,0.0025,NA
7108,0.0022,NA
7109,0.0028,NA
7110,0.0029,NA
7111,0.002975,NA
7112,0.00306666666666675,NA
7113,0.003,NA
7114,0.00402727272727245,NA
7115,0.00851818181818191,NA
7116,0.0109,NA
7117,0.0167,NA
7118,0.019033333333334,NA
7120,0.0199,NA
7121,0.0115,NA
7122,0.0168272727272726,NA
7123,0.0132636363636367,NA
7124,0.010972727272727,NA
7125,0.0019,NA
7126,8e-04,NA
7127,0.000558333333333254,NA
7129,4e-04,NA
7130,5e-04,NA
7131,0.000443636363636352,NA
7132,3e-04,NA
7133,3e-04,NA
7134,3e-04,NA
7135,2e-04,NA
7136,2e-04,NA
7137,2e-04,NA
7138,2e-04,NA
7139,2e-04,NA
7140,3e-04,NA
7141,2e-04,NA
7142,2e-04,NA
7143,3e-04,NA
7144,2e-04,NA
7145,2e-04,NA
7146,2e-04,NA
7147,2e-04,NA
7148,2e-04,NA
7149,3e-04,NA
7150,2e-04,NA
7151,2e-04,NA
7152,2e-04,NA
7153,2e-04,NA
7154,2e-04,NA
7155,3e-04,NA
7156,3e-04,NA
7157,4e-04,NA
7158,3e-04,NA
7159,3e-04,NA
7160,3e-04,NA
7161,4e-04,NA
7162,0.000383636363636331,NA
7163,5e-04,NA
7164,5e-04,NA
7165,5e-04,NA
7166,4e-04,NA
7167,0.000406666666666651,NA
7168,5e-04,NA
7169,0.000581666666666651,NA
7170,6e-04,NA
7171,6e-04,NA
7172,7e-04,NA
7173,7e-04,NA
7174,0.0012,NA
7175,0.0013,NA
7176,0.00115636363636365,NA
7177,0.0012,NA
7178,0.0012,NA
7179,0.001,NA
7180,7e-04,NA
7181,0.000834545454545452,NA
7182,8e-04,NA
7183,8e-04,NA
7184,7e-04,NA
7185,0.00068909090909093,NA
7186,7e-04,NA
7187,7e-04,NA
7188,7e-04,NA
7189,8e-04,NA
7190,0.001,NA
7191,0.0011,NA
7192,0.0011,NA
7193,8e-04,NA
7194,9e-04,NA
7195,9e-04,NA
7196,0.0012,NA
7197,0.00105999999999998,NA
7198,0.001,NA
7199,0.0012,NA
7200,0.0012,NA
7201,0.00129000000000002,NA
7202,0.0014,NA
7203,0.00146999999999995,NA
7204,0.0013866666666667,NA
7205,0.001,NA
7206,0.0012,NA
7207,0.0012,NA
7208,0.0014,NA
7209,0.00113000000000028,NA
7210,0.0012,NA
7211,0.0016,NA
7212,0.0017,NA
7213,0.0017,NA
7214,0.00181833333333335,NA
7215,0.002,NA
7216,0.0021,NA
7217,0.00249818181818189,NA
7218,0.0027,NA
7219,0.00277090909090902,NA
7220,0.002,NA
7221,0.0019127272727273,NA
7222,0.00234499999999995,NA
7223,0.00154666666666679,NA
7224,0.0023133333333333,NA
7225,0.00180181818181824,NA
7226,0.0019,NA
7227,0.0031,NA
7228,0.0017,NA
7229,0.0019,NA
7230,0.00188909090909093,NA
7231,0.00400666666666689,NA
7232,0.00306181818181819,NA
7233,0.0033983333333334,NA
7234,0.0044,NA
7235,0.0038,NA
7236,0.00396999999999995,NA
7237,0.0035,NA
7238,0.00368909090909095,NA
7239,0.00427272727272752,NA
7240,0.003,NA
7241,0.00259666666666656,NA
7242,0.0033,NA
7243,0.003,NA
7244,0.00157000000000019,NA
7245,0.0017,NA
7246,0.001,NA
7247,5e-04,NA
7248,0.000465000000000024,NA
7249,5e-04,NA
7250,5e-04,NA
7251,4e-04,NA
7252,5e-04,NA
7253,6e-04,NA
7254,6e-04,NA
7255,6e-04,NA
7256,7e-04,NA
7257,5e-04,NA
7258,4e-04,NA
7259,5e-04,NA
7260,0.000583636363636352,NA
7261,6e-04,NA
7262,0.000501818181818114,NA
7263,5e-04,NA
7264,0.000770909090909018,NA
7265,0.000614545454545426,NA
7266,7e-04,NA
7267,7e-04,NA
7268,7e-04,NA
7269,6e-04,NA
7270,9e-04,NA
7271,7e-04,NA
7272,8e-04,NA
7273,7e-04,NA
7274,7e-04,NA
7275,8e-04,NA
7276,6e-04,NA
7277,7e-04,NA
7278,7e-04,NA
7279,6e-04,NA
7280,7e-04,NA
7281,5e-04,NA
7282,4e-04,NA
7283,6e-04,NA
7284,7e-04,NA
7285,5e-04,NA
7286,5e-04,NA
7287,5e-04,NA
7288,6e-04,NA
7289,0.000514999999999905,NA
7290,6e-04,NA
7291,0.000509999999999976,NA
7292,9e-04,NA
7293,0.0015,NA
7294,0.0015,NA
7295,0.0024,NA
7296,0.0026,NA
7297,0.0029,NA
7298,0.003,NA
7299,0.002,NA
7300,0.00423166666666665,NA
7301,0.00494181818181811,NA
7302,0.016633333333333,NA
7303,0.00175636363636359,NA
7304,0.0017,NA
7305,0.0016,NA
7306,0.0017,NA
7307,0.0017,NA
7308,0.00156333333333354,NA
7309,0.0013,NA
7310,0.0011,NA
7311,0.0011,NA
7312,0.000963333333333302,NA
7313,9e-04,NA
7314,9e-04,NA
7315,9e-04,NA
7316,8e-04,NA
7317,5e-04,NA
7318,0.000592727272727167,NA
7319,5e-04,NA
7320,5e-04,NA
7321,5e-04,NA
7322,4e-04,NA
7323,4e-04,NA
7324,0.000465454545454593,NA
7325,4e-04,NA
7326,3e-04,NA
7327,4e-04,NA
7328,0.000410909090909056,NA
7329,5e-04,NA
7330,5e-04,NA
7331,0.000598333333333278,NA
7332,6e-04,NA
7333,6e-04,NA
7334,6e-04,NA
7335,5e-04,NA
7336,0.000590000000000024,NA
7337,0.000674545454545408,NA
7338,5e-04,NA
7339,6e-04,NA
7340,6e-04,NA
7341,6e-04,NA
7342,5e-04,NA
7343,5e-04,NA
7344,6e-04,NA
7345,5e-04,NA
7346,0.000429090909090944,NA
7347,0.000686666666666698,NA
7348,5e-04,NA
7349,5e-04,NA
7350,6e-04,NA
7351,5e-04,NA
7352,0.000501818181818114,NA
7353,5e-04,NA
7354,0.000629090909090982,NA
7355,5e-04,NA
7356,7e-04,NA
7357,6e-04,NA
7358,7e-04,NA
7359,7e-04,NA
7360,8e-04,NA
7361,7e-04,NA
7362,9e-04,NA
7363,0.00129272727272717,NA
7364,0.00134833333333328,NA
7365,0.00132181818181814,NA
7366,0.0014,NA
7367,0.000738181818181809,NA
7368,0.0012,NA
7369,0.00116545454545459,NA
7370,0.00128000000000017,NA
79904,0.0001947,3.93294e-06
79905,0.000263,5.3126e-06
79906,0.0001401,2.83002e-06
79907,0.0001424,2.87648e-06
79908,0.0001428,2.88456e-06
79909,0.0001174,2.37148e-06
79910,0.0001159,2.34118e-06
79911,0.0001195,2.4139e-06
79912,0.000124,2.5048e-06
79913,0.000137,2.7674e-06
79914,0.0001153,2.32906e-06
79915,0.0001252,2.52904e-06
79916,0.0001193,2.40986e-06
79917,0.0001259,2.54318e-06
79918,0.000125,2.525e-06
79919,0.0001227,2.47854e-06
79920,0.0001197,2.41794e-06
79921,0.0001262,2.54924e-06
79922,0.0001322,2.67044e-06
79923,0.0001205,2.4341e-06
79924,0.0001224,2.47248e-06
79925,0.0001234,2.49268e-06
79926,0.0001163,2.34926e-06
79927,0.0001119,2.26038e-06
79928,0.0001115,2.2523e-06
79929,0.0001276,2.57752e-06
79930,0.0001231,2.48662e-06
79931,0.0001227,2.47854e-06
79932,0.0001063,2.14726e-06
79933,0.0001254,2.53308e-06
79934,0.0001449,2.92698e-06
79935,0.0001295,2.6159e-06
79936,0.0001358,2.74316e-06
79937,0.0001324,2.67448e-06
79938,0.0001204,2.43208e-06
79939,0.0001256,2.53712e-06
79940,0.000147,2.9694e-06
79941,0.0001414,2.85628e-06
79942,0.0001267,2.55934e-06
79943,0.000131,2.6462e-06
79944,0.0001368,2.76336e-06
79945,0.0001427,2.88254e-06
79946,0.0001338,2.70276e-06
79947,0.0001204,2.43208e-06
79948,0.0001163,2.34926e-06
79949,0.0001353,2.73306e-06
79950,0.0001525,3.0805e-06
79951,0.000177,3.5754e-06
79952,0.0001791,3.61782e-06
79953,0.0001761,3.55722e-06
79954,0.0001684,3.40168e-06
79955,0.0001671,3.37542e-06
79956,0.0001541,3.11282e-06
79957,0.0001352,2.73104e-06
79958,0.0001582,3.19564e-06
79959,0.0001254,2.53308e-06
79960,0.0001222,2.46844e-06
79961,0.0001267,2.55934e-06
79962,0.0001232,2.48864e-06
79963,0.0001281,2.58762e-06
79964,0.0001263,2.55126e-06
79965,0.0001326,2.67852e-06
79966,0.0001334,2.69468e-06
79967,0.0001245,2.5149e-06
79968,0.0001232,2.48864e-06
79969,0.0001209,2.44218e-06
79970,0.0001107,2.23614e-06
79971,0.0001112,2.24624e-06
79972,0.0001107,2.23614e-06
79973,0.0001089,2.19978e-06
79974,9.42e-05,1.90284e-06
79975,0.0001004,2.02808e-06
79976,9.07e-05,1.83214e-06
79977,7.78e-05,1.57156e-06
79978,9.58e-05,1.93516e-06
79979,9.64e-05,1.94728e-06
79980,8.89e-05,1.79578e-06
79981,8.1e-05,1.6362e-06
79982,7.93e-05,1.60186e-06
79983,0.0001001,2.02202e-06
79984,9.29e-05,1.87658e-06
79985,8.06e-05,1.62812e-06
79986,7.63e-05,1.54126e-06
79987,8.61e-05,1.73922e-06
79988,8.08e-05,1.63216e-06
79989,6.68e-05,1.34936e-06
79990,6.28e-05,1.26856e-06
79991,7.44e-05,1.50288e-06
79992,6.13e-05,1.23826e-06
79993,8.88e-05,1.79376e-06
79994,6.89e-05,1.39178e-06
79995,3.3e-05,6.666e-07
79996,9.13e-05,1.84426e-06
79997,6.11e-05,1.23422e-06
79998,6.51e-05,1.31502e-06
79999,6.58e-05,1.32916e-06
80001,8.1e-05,1.6362e-06
80002,8.32e-05,1.68064e-06
80003,7.91e-05,1.59782e-06
80004,7.74e-05,1.56348e-06
80005,7e-05,1.414e-06
80006,7.85e-05,1.5857e-06
80007,7.44e-05,1.50288e-06
80008,6.67e-05,1.34734e-06
80009,9.62e-05,1.94324e-06
80010,9.87e-05,1.99374e-06
80011,7.21e-05,1.45642e-06
80012,7.75e-05,1.5655e-06
80013,8.59e-05,1.73518e-06
80014,9.88e-05,1.99576e-06
80015,0.0001145,2.3129e-06
80016,9.27e-05,1.87254e-06
80017,8.83e-05,1.78366e-06
80018,6.17e-05,1.24634e-06
80019,6.85e-05,1.3837e-06
80020,4.64e-05,9.3728e-07
80021,4.54e-05,9.1708e-07
80022,5.27e-05,1.06454e-06
80023,3.99e-05,8.0598e-07
80024,4.25e-05,8.585e-07
80025,4.1e-05,8.282e-07
80026,3.64e-05,7.3528e-07
80027,3.34e-05,6.7468e-07
80028,4.32e-05,8.7264e-07
80029,4.01e-05,8.1002e-07
80030,4.67e-05,9.4334e-07
80031,4.7e-05,9.494e-07
80032,3.14e-05,6.3428e-07
80033,3.1e-05,6.262e-07
80034,2.69e-05,5.4338e-07
80035,3.19e-05,6.4438e-07
80036,3.75e-05,7.575e-07
80037,4.27e-05,8.6254e-07
80038,3.75e-05,7.575e-07
80039,3.49e-05,7.0498e-07
80040,5.64e-05,1.13928e-06
80041,4.19e-05,8.4638e-07
80042,6.02e-05,1.21604e-06
80043,5.02e-05,1.01404e-06
80044,5.67e-05,1.14534e-06
80045,6.19e-05,1.25038e-06
80046,5.28e-05,1.06656e-06
80047,9.73e-05,1.96546e-06
80048,9.04e-05,1.82608e-06
80049,9.37e-05,1.89274e-06
80050,9.6e-05,1.9392e-06
80051,0.0001225,2.4745e-06
80052,0.0001655,3.3431e-06
80053,6.75e-05,1.3635e-06
80054,8.15e-05,1.6463e-06
80055,6.27e-05,1.26654e-06
80056,8.28e-05,1.67256e-06
80057,6.48e-05,1.30896e-06
80058,6.2e-05,1.2524e-06
80059,7.49e-05,1.51298e-06
80060,6.5e-05,1.313e-06
80061,6.72e-05,1.35744e-06
80062,7.64e-05,1.54328e-06
80063,8.11e-05,1.63822e-06
80064,7.57e-05,1.52914e-06
80065,6.4e-05,1.2928e-06
80066,6.69e-05,1.35138e-06
80067,7.36e-05,1.48672e-06
80068,7.84e-05,1.58368e-06
80069,7.11e-05,1.43622e-06
80070,6.44e-05,1.30088e-06
80071,8.11e-05,1.63822e-06
80072,8.03e-05,1.62206e-06
80073,7.39e-05,1.49278e-06
80074,8.13e-05,1.64226e-06
80075,8.06e-05,1.62812e-06
80076,8.31e-05,1.67862e-06
80077,7.7e-05,1.5554e-06
80078,8.1e-05,1.6362e-06
80079,7.78e-05,1.57156e-06
80080,6.79e-05,1.37158e-06
80081,7.85e-05,1.5857e-06
80082,7.27e-05,1.46854e-06
80083,7.83e-05,1.58166e-06
80084,7.53e-05,1.52106e-06
80085,8.11e-05,1.63822e-06
80086,8.08e-05,1.63216e-06
80087,0.0001021,2.06242e-06
80088,8.58e-05,1.73316e-06
80089,9.41e-05,1.90082e-06
80090,8.96e-05,1.80992e-06
80092,8.91e-05,1.79982e-06
80093,9.01e-05,1.82002e-06
80094,9.16e-05,1.85032e-06
80095,9.17e-05,1.85234e-06
80096,9.74e-05,1.96748e-06
80097,0.0001039,2.09878e-06
80098,0.0001016,2.05232e-06
80099,0.0001016,2.05232e-06
80100,9.76e-05,1.97152e-06
80101,0.0001038,2.09676e-06
80102,0.0001003,2.02606e-06
80103,0.000108,2.1816e-06
80104,0.0001103,2.22806e-06
80105,0.0001041,2.10282e-06
80106,9.3e-05,1.8786e-06
80107,9.38e-05,1.89476e-06
80108,9.38e-05,1.89476e-06
80109,8.6e-05,1.7372e-06
80110,8.95e-05,1.8079e-06
80111,9.36e-05,1.89072e-06
80112,9.34e-05,1.88668e-06
80113,9.39e-05,1.89678e-06
80114,9.34e-05,1.88668e-06
80115,0.0001078,2.17756e-06
80116,9.95e-05,2.0099e-06
80117,9.03e-05,1.82406e-06
80118,8.81e-05,1.77962e-06
80119,8.5e-05,1.717e-06
80120,8.6e-05,1.7372e-06
80121,9.28e-05,1.87456e-06
80122,9.62e-05,1.94324e-06
80123,9.25e-05,1.8685e-06
80124,8.94e-05,1.80588e-06
80125,0.0001182,2.38764e-06
80126,6.75e-05,1.3635e-06
80127,7.77e-05,1.56954e-06
80128,7.37e-05,1.48874e-06
80129,7.55e-05,1.5251e-06
80130,8.87e-05,1.79174e-06
80131,8.33e-05,1.68266e-06
80132,8.82e-05,1.78164e-06
80133,8.31e-05,1.67862e-06
80134,0.000101,2.0402e-06
80135,0.0001031,2.08262e-06
80136,0.0001106,2.23412e-06
80137,0.0001004,2.02808e-06
80138,0.0001019,2.05838e-06
80139,0.0001078,2.17756e-06
80140,0.0001023,2.06646e-06
80141,9.78e-05,1.97556e-06
80142,9.14e-05,1.84628e-06
80143,8.93e-05,1.80386e-06
80144,8.4e-05,1.6968e-06
80145,8.7e-05,1.7574e-06
80146,8.92e-05,1.80184e-06
80147,9.58e-05,1.93516e-06
80148,0.0001155,2.3331e-06
80149,9.36e-05,1.89072e-06
80150,7.23e-05,1.46046e-06
80151,7.86e-05,1.58772e-06
80152,9.02e-05,1.82204e-06
80153,0.0001058,2.13716e-06
80154,8.44e-05,1.70488e-06
80155,7.95e-05,1.6059e-06
80156,9.41e-05,1.90082e-06
80157,7.79e-05,1.57358e-06
80158,8.58e-05,1.73316e-06
80159,8.48e-05,1.71296e-06
80160,7.73e-05,1.56146e-06
80161,9.04e-05,1.82608e-06
80162,7.86e-05,1.58772e-06
80163,8.09e-05,1.63418e-06
80164,8.14e-05,1.64428e-06
80165,7.59e-05,1.53318e-06
80166,8.38e-05,1.69276e-06
80167,8.33e-05,1.68266e-06
80169,8.56e-05,1.72912e-06
80170,8.16e-05,1.64832e-06
80171,7.97e-05,1.60994e-06
80172,7.92e-05,1.59984e-06
80173,0.0001142,2.30684e-06
80174,8.67e-05,1.75134e-06
80175,8.25e-05,1.6665e-06
80176,8.06e-05,1.62812e-06
80177,8.35e-05,1.6867e-06
80178,8.95e-05,1.8079e-06
80179,9.81e-05,1.98162e-06
80180,9.53e-05,1.92506e-06
80181,0.0001032,2.08464e-06
80182,9e-05,1.818e-06
80183,0.0001259,2.54318e-06
80184,0.0001012,2.04424e-06
80185,8.95e-05,1.8079e-06
80186,8.88e-05,1.79376e-06
80187,0.0001125,2.2725e-06
80188,7.18e-05,1.45036e-06
80189,8.27e-05,1.67054e-06
80190,0.00024,4.848e-06
80191,0.0003738,7.55076e-06
80192,5.06e-05,1.02212e-06
80193,4.53e-05,9.1506e-07
80194,5.12e-05,1.03424e-06
80195,4.98e-05,1.00596e-06
80196,4.49e-05,9.0698e-07
80197,4.44e-05,8.9688e-07
80198,0.0001356,2.73912e-06
80199,5.89e-05,1.18978e-06
80200,5.41e-05,1.09282e-06
80201,7.09e-05,1.43218e-06
80202,6.68e-05,1.34936e-06
80203,6.52e-05,1.31704e-06
80204,6.11e-05,1.23422e-06
80205,4.78e-05,9.6556e-07
80206,2.46e-05,4.9692e-07
80207,2.65e-05,5.353e-07
80208,3.78e-05,7.6356e-07
80209,4.16e-05,8.4032e-07
80210,4.46e-05,9.0092e-07
80211,5.09e-05,1.02818e-06
80212,5.65e-05,1.1413e-06
80213,4.44e-05,8.9688e-07
80214,4.79e-05,9.6758e-07
80215,5.6e-05,1.1312e-06
80216,6.21e-05,1.25442e-06
80217,5.26e-05,1.06252e-06
80218,6.56e-05,1.32512e-06
80219,5.11e-05,1.03222e-06
80220,5.16e-05,1.04232e-06
80221,5.19e-05,1.04838e-06
80222,6.71e-05,1.35542e-06
80224,8.09e-05,1.63418e-06
80225,6.91e-05,1.39582e-06
80226,7.96e-05,1.60792e-06
80227,6.92e-05,1.39784e-06
80228,6.87e-05,1.38774e-06
80229,5.17e-05,1.04434e-06
80230,6.64e-05,1.34128e-06
80231,6.58e-05,1.32916e-06
80232,7.62e-05,1.53924e-06
80233,7.26e-05,1.46652e-06
80234,6.23e-05,1.25846e-06
80235,7.91e-05,1.59782e-06
80236,9.51e-05,1.92102e-06
80237,8.12e-05,1.64024e-06
80238,5.93e-05,1.19786e-06
80239,6.2e-05,1.2524e-06
80240,6.25e-05,1.2625e-06
80241,5.7e-05,1.1514e-06
80242,7.2e-05,1.4544e-06
80243,8.32e-05,1.68064e-06
80244,7.86e-05,1.58772e-06
80245,6.94e-05,1.40188e-06
80246,7.3e-05,1.4746e-06
80247,7.35e-05,1.4847e-06
80248,7.83e-05,1.58166e-06
80249,7.62e-05,1.53924e-06
80250,7.1e-05,1.4342e-06
80251,7.36e-05,1.48672e-06
80252,6.5e-05,1.313e-06
80253,7.34e-05,1.48268e-06
80254,7.06e-05,1.42612e-06
80255,7.06e-05,1.42612e-06
80256,6.36e-05,1.28472e-06
80257,8.08e-05,1.63216e-06
80258,9.37e-05,1.89274e-06
80259,9.18e-05,1.85436e-06
80260,8.67e-05,1.75134e-06
80261,9.06e-05,1.83012e-06
80262,7.92e-05,1.59984e-06
80263,7.61e-05,1.53722e-06
80264,8.17e-05,1.65034e-06
80265,8.13e-05,1.64226e-06
80266,9.27e-05,1.87254e-06
80267,9.77e-05,1.97354e-06
80268,9.84e-05,1.98768e-06
80269,8.88e-05,1.79376e-06
80270,8.94e-05,1.80588e-06
80271,9.08e-05,1.83416e-06
80272,9.35e-05,1.8887e-06
80273,5.75e-05,1.1615e-06
80274,8.93e-05,1.80386e-06
80275,6.8e-05,1.3736e-06
80276,7.77e-05,1.56954e-06
80277,7.02e-05,1.41804e-06
80278,0.0001191,2.40582e-06
80279,0.0001305,2.6361e-06
80280,0.0001314,2.65428e-06
80281,0.0001472,2.97344e-06
80282,0.0001436,2.90072e-06
80283,0.0001439,2.90678e-06
80284,0.0001361,2.74922e-06
80285,0.0001351,2.72902e-06
80286,0.0001336,2.69872e-06
80287,0.0001243,2.51086e-06
80288,0.0001201,2.42602e-06
80289,0.0001167,2.35734e-06
80290,0.0001233,2.49066e-06
