"sample_id","Mg_Ca_measurement","Mg_Ca_precision"
7097,0.4459,NA
7098,0.498100000000001,NA
7099,0.5013,NA
7100,0.4729,NA
7101,0.5008,NA
7102,0.507163636363649,NA
7103,0.522827272727271,NA
7104,0.546981818181813,NA
7105,0.5183,NA
7106,0.464483333333319,NA
7107,0.484825,NA
7108,0.511136363636368,NA
7109,0.6347,NA
7110,0.5001,NA
7111,0.585225,NA
7112,0.641550000000016,NA
7113,0.73525,NA
7114,1.14375454545454,NA
7115,1.9225,NA
7116,2.02498181818187,NA
7117,1.7511,NA
7118,1.1631,NA
7120,1.392275,NA
7121,1.87291666666671,NA
7122,1.5163,NA
7123,1.94029999999997,NA
7124,1.91891818181817,NA
7125,0.211300000000002,NA
7126,0.253,NA
7127,0.172274999999986,NA
7129,0.1501,NA
7130,0.1549,NA
7131,0.1614,NA
7132,0.13912,NA
7133,0.149763333333336,NA
7134,0.140450909090908,NA
7135,0.142896363636357,NA
7136,0.1142,NA
7137,0.12764666666667,NA
7138,0.14361272727272,NA
7139,0.136675000000001,NA
7140,0.126336363636363,NA
7141,0.1266,NA
7142,0.1424,NA
7143,0.167008333333348,NA
7144,0.1509,NA
7145,0.144286666666665,NA
7146,0.147769999999997,NA
7147,0.158116666666677,NA
7148,0.1192,NA
7149,0.1439,NA
7150,0.1207,NA
7151,0.1182,NA
7152,0.127799999999998,NA
7153,0.127239999999996,NA
7154,0.1172,NA
7155,0.130081818181815,NA
7156,0.129900000000001,NA
7157,0.1289,NA
7158,0.1189,NA
7159,0.138666666666665,NA
7160,0.145080000000007,NA
7161,0.139600000000001,NA
7162,0.1524,NA
7163,0.166009090909095,NA
7164,0.174000000000004,NA
7165,0.160475000000001,NA
7166,0.140876363636373,NA
7167,0.1715,NA
7168,0.181012727272727,NA
7169,0.165416666666667,NA
7170,0.1781,NA
7171,0.18757,NA
7172,0.196190909090906,NA
7173,0.184375000000014,NA
7174,0.2293,NA
7175,0.268749090909093,NA
7176,0.2321,NA
7177,0.212561666666664,NA
7178,0.256886666666669,NA
7179,0.311463333333333,NA
7180,0.2153,NA
7181,0.3137,NA
7182,0.232186666666665,NA
7183,0.2113,NA
7184,0.231283333333349,NA
7185,0.2056,NA
7186,0.215383333333332,NA
7187,0.213132727272729,NA
7188,0.2308,NA
7189,0.240647272727263,NA
7190,0.263400000000016,NA
7191,0.324,NA
7192,0.308483333333334,NA
7193,0.2903,NA
7194,0.292881818181823,NA
7195,0.2283,NA
7196,0.2958,NA
7197,0.2573,NA
7198,0.300340000000028,NA
7199,0.344925,NA
7200,0.360409090909085,NA
7201,0.368,NA
7202,0.340563636363622,NA
7203,0.355574999999999,NA
7204,0.3302,NA
7205,0.267880000000001,NA
7206,0.33876,NA
7207,0.277190909090912,NA
7208,0.404972727272721,NA
7209,0.281480000000005,NA
7210,0.304,NA
7211,0.365230000000001,NA
7212,0.3647,NA
7213,0.3944,NA
7214,0.377961666666671,NA
7215,0.4651,NA
7216,0.3707,NA
7217,0.4546,NA
7218,0.5043,NA
7219,0.523054545454541,NA
7220,0.424914545454547,NA
7221,0.383978181818182,NA
7222,0.489644999999998,NA
7223,0.4611,NA
7224,0.5023,NA
7225,0.447009090909104,NA
7226,0.4406,NA
7227,0.5106,NA
7228,0.4334,NA
7229,0.4367,NA
7230,0.467805454545461,NA
7231,0.4294,NA
7232,0.48635090909091,NA
7233,0.5858,NA
7234,0.516678181818188,NA
7235,0.4564,NA
7236,0.4182,NA
7237,0.3889,NA
7238,0.3784,NA
7239,0.379594545454546,NA
7240,0.428172727272726,NA
7241,0.4506,NA
7242,0.439480000000006,NA
7243,0.42851999999998,NA
7244,0.312520000000011,NA
7245,0.227218181818183,NA
7246,0.208619999999999,NA
7247,0.1329,NA
7248,0.103655,NA
7249,0.1104,NA
7250,0.1294,NA
7251,0.1004,NA
7252,0.1099,NA
7253,0.119721818181824,NA
7254,0.1244,NA
7255,0.132241666666667,NA
7256,0.137730000000002,NA
7257,0.119733333333331,NA
7258,0.131559999999996,NA
7259,0.117546666666667,NA
7260,0.1469,NA
7261,0.1416,NA
7262,0.137209090909098,NA
7263,0.1606,NA
7264,0.1789,NA
7265,0.152090909090908,NA
7266,0.1546,NA
7267,0.149141666666666,NA
7268,0.152929999999996,NA
7269,0.133516666666666,NA
7270,0.201699999999987,NA
7271,0.176945454545455,NA
7272,0.159176363636355,NA
7273,0.147827272727272,NA
7274,0.154683333333336,NA
7275,0.151185454545453,NA
7276,0.148733333333338,NA
7277,0.1469,NA
7278,0.145011666666662,NA
7279,0.1411,NA
7280,0.127166666666671,NA
7281,0.1444,NA
7282,0.1409,NA
7283,0.142272727272728,NA
7284,0.1464,NA
7285,0.155345000000002,NA
7286,0.181249999999995,NA
7287,0.155379999999999,NA
7288,0.209540000000016,NA
7289,0.174400000000009,NA
7290,0.1354,NA
7291,0.185089999999997,NA
7292,0.1913,NA
7293,0.283125000000003,NA
7294,0.2983,NA
7295,0.523859999999973,NA
7296,0.380200000000001,NA
7297,0.343127272727272,NA
7298,0.4906,NA
7299,0.36217999999999,NA
7300,0.637474999999995,NA
7301,0.828883636363621,NA
7302,2.04868,NA
7303,0.4194,NA
7304,0.420675,NA
7305,0.397372727272724,NA
7306,0.370896666666667,NA
7307,0.334421818181821,NA
7308,0.3527,NA
7309,0.324672727272721,NA
7310,0.338360000000001,NA
7311,0.313590909090909,NA
7312,0.3195,NA
7313,0.3065,NA
7314,0.1941,NA
7315,0.272878181818178,NA
7316,0.2533,NA
7317,0.174546666666662,NA
7318,0.1908,NA
7319,0.171466666666669,NA
7320,0.157563636363638,NA
7321,0.1474,NA
7322,0.13680909090909,NA
7323,0.1346,NA
7324,0.1199,NA
7325,0.112786666666668,NA
7326,0.1129,NA
7327,0.1204,NA
7328,0.12215818181818,NA
7329,0.119941818181811,NA
7330,0.124369999999999,NA
7331,0.122550000000005,NA
7332,0.138980000000003,NA
7333,0.1421,NA
7334,0.153379999999997,NA
7335,0.130003636363633,NA
7336,0.132399999999999,NA
7337,0.135645454545454,NA
7338,0.123230000000001,NA
7339,0.1276,NA
7340,0.142719999999998,NA
7341,0.136139999999999,NA
7342,0.139945454545459,NA
7343,0.119472727272721,NA
7344,0.1401,NA
7345,0.119666666666666,NA
7346,0.126736363636362,NA
7347,0.115080000000001,NA
7348,0.124776363636358,NA
7349,0.1249,NA
7350,0.116890909090909,NA
7351,0.0993666666666656,NA
7352,0.1212,NA
7353,0.1059,NA
7354,0.117254545454545,NA
7355,0.118681818181819,NA
7356,0.1092,NA
7357,0.115771666666667,NA
7358,0.127030000000002,NA
7359,0.126020000000001,NA
7360,0.131921818181819,NA
7361,0.1249,NA
7362,0.129599999999991,NA
7363,0.1521,NA
7364,0.159083333333333,NA
7365,0.230467272727265,NA
7366,0.23808666666667,NA
7367,0.135107272727268,NA
7368,0.195438333333339,NA
7369,0.177421818181823,NA
7370,0.165033333333339,NA
43966,5.52646818585714,0.623615962361423
43967,3.71138530777631,0.285962888114598
43968,3.89389730144594,0.209589203914778
43969,3.248595778,0.313281274426866
43970,2.75047244277777,0.135160386196365
43971,2.62985064031666,0.0971568650914535
43972,2.92527699567741,0.0750501391077484
43973,3.18738934796825,0.111192679451813
43974,2.99980926542857,0.0676220499670065
43975,3.47255379508333,0.21385885994445
43976,3.55293648357894,0.163649423416492
43977,3.25082202729411,0.141181133022091
43978,3.525587850625,0.140063409933502
43979,3.51716267633333,0.0903367969112249
43980,3.39218984119999,0.132399196222333
43981,3.0182407625,0.241170768603781
43982,3.2872966798,0.039163155240098
43983,2.97246726146666,0.123067303074091
43984,3.15155892987499,0.253623128935643
43985,3.4912609138125,0.176583775549904
43986,3.61370014294117,0.161909662271962
43987,3.66193334447368,0.402134760046225
43988,2.3482205154,0.155285038337345
43989,2.3514866652,0.211446366666297
43990,2.5179158215625,0.178079165539645
43991,2.00691875466666,0.176591549173918
43992,1.79472439866666,0.11414188522672
43993,2.08040300527272,0.0549469018691744
43994,2.30843570954545,0.0947988630936063
43995,2.06137919419999,0.0141302962401845
43996,2.2645086656,0.0947683116443186
43997,2.10985994844444,0.108925531618662
43998,2.16092879439999,0.0191352387509685
43999,2.149630396,0.0309378642755037
44000,2.2601355488,0.0160863025333649
44001,2.29526791425,0.0252022442857879
44002,2.2626532306,0.0827432916546541
44003,2.19606484725,0.0298764117942789
44004,2.12149460211111,0.124246131957846
44005,2.3307770225,0.0655935690727216
44006,2.25591466722222,0.00936118448035974
44007,2.20186096225,0.0203312688896355
44008,2.4129050315,0.110770834102689
44009,2.58076507344444,0.0585723560955103
44010,2.46769165275,0.0306603708694515
44011,2.32672091275,0.0465081256541014
44012,2.0150802875,0.130025511805841
44013,1.97517446125,0.123864875633638
44014,2.33166895525,0.0581980647165264
44015,2.244610749625,0.0814107389708733
44016,2.25734662122222,0.155655812935531
44017,2.07768090525,0.0615576188476004
44018,2.35203983875,0.0613459740307031
44019,2.5599468725,0.135886733280801
44020,2.86642187525,0.0413368232436431
44021,2.3252369935,0.19362084642343
44022,2.09604021625,0.0625682103139703
44023,2.36150469475,0.06962069301049
44024,2.16992877533333,0.0619854204021255
44025,2.42914861662499,0.110962331634196
44026,2.727944184,0.107321536717432
44027,2.627175005375,0.0870914153042451
44028,2.156793862,0.217606625595333
44029,2.16325743424999,0.0561920551324855
44030,2.22135514499999,0.123388682682496
44031,2.50713557225,0.0397327199983289
44032,2.22475130311111,0.0688911249692356
44033,2.33850490875,0.117994593556492
44034,2.30257370233333,0.0733808877392187
44035,2.21614319279999,0.0655448038143998
44036,2.10831417466666,0.0338481165543333
44037,2.1904091538,0.128628618361439
44038,2.2853825274,0.100212360235899
44039,2.17391668183333,0.123754722632068
44040,2.083010192,0.0944815498409075
44041,2.25445906061538,0.0889020671179275
44042,2.12591958121428,0.124770491693381
44043,1.98660820024999,0.0751703639443312
44044,2.0988791211,0.0600933428602698
44045,2.0399677006,0.0354332407676118
44046,2.146653164,0.0558727502761923
44047,2.10514833825,0.0280747951807334
44048,2.0343642575,0.0428894281697687
44049,2.014673652,0.0714584258098163
44050,1.8538946355,0.0755402200544429
44051,2.066811882125,0.0676698964793077
44052,1.95125319975,0.02845898598974
44053,2.0619567315,0.0399378278285693
44054,2.18827397957142,0.0471783836182019
44055,1.840405112,0.0874063609522844
44056,1.99891557242857,0.0185867883572908
44057,2.03298422899999,0.0597802204357005
44058,2.1470121375,0.0235837077493772
44059,2.14911919671428,0.0295061224181845
44060,2.14324907033333,0.0938405541043058
44061,2.13394506257142,0.0771328800460885
44062,2.22407149228571,0.0691609150805949
44063,2.19700486728571,0.157335106590221
44064,1.91368060033333,0.00527125297887022
44065,1.972264003,0.0401598537064512
44066,2.00638434466666,0.00951224270393141
44067,1.9649781355,0.00479002095776495
44068,2.10626657783333,0.0619183047087053
44069,2.14077985699999,0.0286149426184059
44070,1.9506263575,0.0937012853066812
44071,2.05397781233333,0.0958988512361018
44072,2.14276652033333,0.0446048568710949
44073,1.98894234671428,0.157477916873087
44074,2.31049170699999,0.110547442341346
44075,1.92246974633333,0.103682204311704
44076,1.84643399814285,0.082601759605072
44077,2.12071578628571,0.15095036201042
44078,2.0713174325,0.11527661447446
44079,2.084451411,0.0390509881329606
44080,2.164578431,0.0309446830925116
44081,2.220479638,0.0423780647754486
44082,2.111847998,0.0238027983956744
44083,2.19410422766666,0.0234746139610352
44084,2.26460943716666,0.068058011251047
44085,2.18964577214285,0.0269705598864018
44086,2.12106875216666,0.0608675316463401
44087,2.12055908699999,0.0339027647222146
44088,2.23445715966666,0.0102529998287624
44089,2.213524397,0.013273975878947
44090,2.26356784566666,0.0212024102686761
44091,2.308581276,0.00916262193519558
44092,2.25010154333333,0.0316293404583626
44093,2.18935012233333,0.0191938348396143
44094,2.066252198,0.01989443989513
44095,2.033128459,0.0222336653636224
44096,2.04621662633333,0.00823743455722452
44097,2.14231739733333,0.079979359200629
44098,2.28295389314285,0.0180996846743415
44099,2.29567689383333,0.128509424534972
44100,2.07433137916666,0.0658156006510224
44101,2.30440057228571,0.0651552089123303
44102,2.3781487045,0.0232495353576164
44103,2.24772028816666,0.0397965210083915
44104,2.35946789966666,0.0790998740777298
44105,2.36952507828571,0.062963989960729
44106,2.55314851266666,0.0858250739152362
44107,2.3832992335,0.0990041710620133
44108,2.44443713766666,0.0796441563555952
44109,2.408211396,0.169139561751115
44110,2.25374760299999,0.0812595531128041
44111,2.57966623871428,0.128655203862638
44112,2.48831490057142,0.0804152298983284
44113,2.48072715116666,0.0268288198306581
44114,2.41197507585714,0.0266304821687607
44115,2.43512973671428,0.0813864628894365
44116,2.3440266515,0.1517624773154
44117,2.20384052212499,0.0436375432810906
44118,2.36871772085714,0.0536289417631759
44119,2.453918425,0.0178703276985017
44120,2.47752237266666,0.00610508373379552
44121,2.302691731625,0.0959750731382109
44122,2.21496676183333,0.0273792534711728
44123,2.54593933299999,0.120461211629845
44124,2.30568749828571,0.0655933581818975
44125,2.33897765225,0.0790065847702807
44126,2.358253366375,0.0486694499735597
44127,2.3544400795,0.0371117167409885
44128,2.274399981,0.0455128794963994
44129,2.24855950566666,0.104185224132997
44130,2.44421075774999,0.0357011484863163
44131,2.3300357640909,0.120892897358983
44132,2.4746894535,0.0695641734757898
44133,2.3143574046923,0.0290617165098439
44134,2.298228669,0.070287556475662
44135,2.303062408,0.152689794467354
44136,2.16389734841666,0.0980108656591807
44137,2.4382557974,0.0631710373407664
44138,2.1752697196,0.076531494493072
44139,2.36895333833333,0.0533602828204704
44140,2.33004608433333,0.0558889828562932
44141,2.11550688244444,0.190405112435201
44142,1.8437779135,0.0159722830911317
44143,1.96556611025,0.0776879974996966
44144,2.11611201366666,0.11918042304118
44145,2.313189543625,0.117139476587542
44146,2.3155542385,0.145737700129142
44147,2.28673190057142,0.109434982298124
44148,2.28483247275,0.075112320483585
44149,2.0748227095,0.071266655851632
44150,2.11063925228571,0.047000637020214
44151,1.999738239375,0.0544043013132494
44152,1.93439376725,0.174115325751159
44153,2.46744195642857,0.105665625108829
44154,2.37791222675,0.0847803276011669
44155,2.21022167814285,0.121307074398314
44156,2.29036829675,0.110312522229488
44157,2.216950867,0.1355238005037
44158,2.20766666574999,0.0986445366157877
44159,2.14126433285714,0.0315324725520743
44160,2.017702458625,0.108319218431918
44161,1.83717398085714,0.125909831044966
44162,2.18491615442857,0.0850142261582393
44163,2.129664778875,0.0826924816225105
44164,1.967691336125,0.0998624721391156
44165,2.198042203,0.0394196660755973
44166,2.14977761525,0.0453042732775934
44167,2.21295264657142,0.0589464609502634
44168,2.27572423525,0.0843340972493248
44169,2.174645023125,0.0518487781681647
44170,2.53403630737499,0.198574543064406
44171,2.63023232614285,0.151093372092264
44172,2.25714319824999,0.0772972257959861
44173,2.45747275583333,0.0171421244877167
44174,2.480422096875,0.161852133614042
44175,2.35344587422222,0.180727732891439
44176,2.20294407122222,0.0574842614357591
44177,2.36258569522222,0.125557721528349
44178,2.080937786,0.173790688529988
44179,2.20694020527272,0.118846999361844
44180,2.12319038230769,0.30772845084886
44181,1.77716926392307,0.0844930260570974
44182,1.96245939881818,0.0748946569985415
44183,1.90344203077777,0.0656642437174689
44184,1.98374654875,0.0575958921903132
44185,2.01188411011111,0.0693131121878801
44186,2.077112233875,0.0974577165315444
44187,2.32835277544444,0.0801383060982388
44188,2.22625587624999,0.0456229218323594
44189,2.22153480949999,0.0142769305874443
44190,2.34296751166666,0.0315992263429391
44191,2.296406089,0
44195,10.8475172678333,0.522146303355072
44196,9.61963949433333,0.0658844209126733
44197,9.63563291533333,0.0865860796973336
44198,9.39347106866666,0.199336456410673
44199,9.6108483104,0.708807672123518
44200,10.4978381733333,0.294185728431912
44201,10.3544316116666,0.260595808468455
44202,11.7031751099999,0.333453048610709
44203,11.5426204466666,0.274003740033748
44204,13.6259197566666,0.699407388067344
44205,12.7372401183333,0.261177547038846
44206,11.7176173485714,0.413068184247174
44207,10.6267887583333,0.516026549823342
44208,10.9134903233333,0.30463183533239
44209,13.0996496916666,0.936482762909509
44210,13.571539485,0.605552152703486
44211,13.3586156633333,0.126612300385222
44212,12.5043273816666,0.556603589400745
44213,11.36925967,0.194282748905618
44214,10.4168513949999,0.667351005091891
44215,10.0300667378333,0.542009732500497
44216,10.64893779,0.181666536957963
44217,10.4649728416666,0.18366783326851
44218,11.1665247066666,0.104189332592232
44219,10.6066440666666,0.332734558396854
44220,11.1782737866666,0.19268273805476
44221,9.56346902533333,0.265516694641494
44222,9.92314979583333,0.119688065940264
44223,9.61290174866666,0.192300867957014
44224,9.3175181746,0.315927086099085
44225,9.729615516,0.395509187593352
44226,9.48369146066666,0.0498899429022583
44227,9.487114113,0.144952568879997
44228,9.6064997175,0.0821737157707791
44229,10.0814869418,0.199246250448018
44230,9.40095326433333,0.134568058124989
44231,9.5359415776,0.223105376416134
44232,9.62999034166666,0.0590557702293505
44233,9.7505629976,0.0814296442223152
44234,9.57768081233333,0.26118173867141
44235,9.5305639906,0.15753347081988
44236,9.8273694988,0.194322871913454
44237,9.19520346966666,0.305313759892761
44238,9.42618286739999,0.41935352066405
44239,9.96395726816666,0.174249461210919
44240,10.7074534239999,0.303174088779287
44241,10.803906606,0.226886686526512
44242,11.08030928,0.574409759062599
44243,10.2504615842,0.531424289509736
44244,8.95589404233333,0.383699739443453
44245,9.32541026719999,0.290224995790502
44246,10.0991147596,0.222214062211886
44247,8.84342783799999,0.19064569589583
44248,9.0841726638,0.349974491761481
44249,9.25146660233333,0.228222028216414
44250,9.805252403,0.105507411539205
44251,8.9777546064,0.149548856497815
44252,8.8937835495,0.121123526662041
44253,8.94582331283333,0.244014803852786
44254,8.9153728632,0.240489200894359
44255,8.84862555183333,0.3006038522868
44256,8.23698042433333,0.0648863154219014
44257,8.7211909398,0.376980075459249
44258,8.58850885583333,0.0973623465983947
44259,8.81171064416666,0.06897616258392
44260,8.74267247183333,0.157175564774416
44261,8.74968108516666,0.127389033632435
44262,9.6633215735,0.344809430887194
44263,10.0083913171666,0.190017164676624
44264,9.65429726279999,0.116144282772167
44265,10.0317796623333,0.108491345422484
44266,9.7520532446,0.0667830186420016
44267,9.988495123,0.13796801892535
44268,9.45915557866666,0.0704329357249985
44269,8.87722587,0.398011339603404
44270,8.58441107866666,0.0795084045390787
44271,8.788401784,0.239344775894756
44272,9.15036141099999,0.0134207860000001
44273,9.32287940633333,0.115607416432232
44274,8.915972302,0.248445998999999
44275,8.80632516033333,0.080610637236362
44276,8.697718537,0.0420711550000003
44277,8.789562768,0.121675275999999
44278,8.63340364866666,0.301598805186716
44279,8.456722494,0.197976257999999
44280,9.09310187899999,0.0823545280000006
44281,10.1541877886666,0.361751592868488
44282,10.41923381,0.0729814700000002
44283,9.982273846,0
44284,8.77211558466666,0.216761772883402
44285,9.004856235,0
44286,8.735599032,0.240833913
44287,8.394551024,0.124095306999999
44288,8.5692297905,0.0760042834999996
44289,8.4178963085,0.0822570594999998
44290,8.021959792,0.111340772
44291,7.84054992499999,0.0183607980000002
44292,7.92518656949999,0.00771235149999993
44293,8.0756250705,0.0651028575000003
44294,8.1000346505,0.0836676885000002
44295,8.227364241,0.295871333722
44296,8.5741771445,0.136058830499999
44297,7.566158693,0.155656448
44298,7.18029545333333,0.043653471984619
44299,8.234415178,0.426581430252269
44300,8.49601427399999,0.209312955457149
44301,8.27842212599999,0.0187020769999994
44302,8.14317753333333,0.152062441719185
44303,9.20890018433333,0.142618931752444
44304,8.926477366,0.174092413747683
44305,9.0870176615,0.2243505155
44306,10.2444723006666,0.270708352229658
44307,10.2375907263333,0.377615073857867
44308,9.187689786,0.0843473059999997
44309,8.5823448106,0.311580277350834
44310,8.07338683166666,0.160916256551329
