# Decisions for duplicate candidate pairs. 
# Modified by Michael Neil Evans (MNE)
# E-Mail: mnevans@umd.edu
# Modified on: 2024-11-30 00:31:16.068691 (UTC)
index 1,index 2,figure path,datasetId 1,datasetId 2,originalDatabase 1,originalDatabase 2,geo_siteName 1,geo_siteName 2,geo_meanLat 1,geo_meanLat 2,geo_meanLon 1,geo_meanLon 2,geo_meanElevation 1,geo_meanElevation 2,archiveType 1,archiveType 2,paleoData_proxy 1,paleoData_proxy 2,originalDataURL 1,originalDataURL 2,year 1,year 2,Decision 1,Decision 2,Decision type,Decision comment
42,4165,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/010_pages2k_Ocean2kHR_128_iso2k_Ocean2kHR_128__42_4165.jpg,pages2k_Ocean2kHR_128,iso2k_Ocean2kHR_128,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),Iso2k v1.0.1,Pedro Bank Jamaica,"Montego Bay, Jamaica",17.533300399780273,18.469999313354492,-78.94999694824219,-77.94999694824219,-125.0,-20.0,sclerosponge,sclerosponge,d18O,d18O,https://www.ncdc.noaa.gov/paleo/study/1878,https://www.ncdc.noaa.gov/paleo/study/1878,1389.0-1992.0,1389.0-1992.0,COMPOSITE,COMPOSITE,MANUAL,composite to join metadata with min and max lat|lon|depth
47,3663,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/011_pages2k_Ocean2kHR_022_ch2k_ZI14TUR01480_217__47_3663.jpg,pages2k_Ocean2kHR_022,ch2k_ZI14TUR01480_217,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),CoralHydro2k v1.0.0,Ifaty,"Tulear Reef, Madagascar",-23.357200622558594,-23.357200622558594,43.61949920654297,43.61949920654297,-1.1,-0.6,coral,coral,d18O,d18O,https://www.ncdc.noaa.gov/paleo/study/16438,https://www.ncdc.noaa.gov/paleo/study/16438,1905.0-1994.0,1905.0-1994.0,KEEP,REMOVE,AUTO: IDENTICAL except for URLs and/or geo_siteName.,RECORDS IDENTICAL (identical data) except for URLs and/or site Name. Automatically choose #1.
47,3664,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/012_pages2k_Ocean2kHR_022_ch2k_ZI14TUR01482_218__47_3664.jpg,pages2k_Ocean2kHR_022,ch2k_ZI14TUR01482_218,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),CoralHydro2k v1.0.0,Ifaty,"Tulear Reef, Madagascar",-23.357200622558594,-23.357200622558594,43.61949920654297,43.61949920654297,-1.1,-0.6,coral,coral,d18O,d18O,https://www.ncdc.noaa.gov/paleo/study/16438,https://www.ncdc.noaa.gov/paleo/study/16438,1905.0-1994.0,1905.0-1994.0,KEEP,REMOVE,AUTO: IDENTICAL except for URLs and/or geo_siteName.,RECORDS IDENTICAL (identical data) except for URLs and/or site Name. Automatically choose #1.
47,3771,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/013_pages2k_Ocean2kHR_022_iso2k_Ocean2kHR_022__47_3771.jpg,pages2k_Ocean2kHR_022,iso2k_Ocean2kHR_022,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),Iso2k v1.0.1,Ifaty,"Tulear Reef, SW Madagascar",-23.357200622558594,-23.357200622558594,43.61949920654297,43.61949920654297,-1.1,-1.1,coral,coral,d18O,d18O,https://www.ncdc.noaa.gov/paleo/study/16438,https://www.ncdc.noaa.gov/paleo/study/16438,1905.0-1994.0,1905.0-1994.0,KEEP,REMOVE,AUTO: IDENTICAL except for URLs and/or geo_siteName.,RECORDS IDENTICAL (perfect correlation) except for URLs and/or site Name. Automatically choose #1.
50,2479,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/014_pages2k_NAm_772_FE23_northamerica_usa_ca603__50_2479.jpg,pages2k_NAm_772,FE23_northamerica_usa_ca603,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),FE23 (Breitenmoser et al. (2014)),Dana Plateau Inyo National Forest,DanaPlateauInyoNationalForest,37.900001525878906,37.91666793823242,-119.19999694824219,-119.23332977294922,3300.0,3300.0,tree,tree,TRW,TRW,"https://www.ncdc.noaa.gov/cdo/f?P=519:1:::::P1_STUDY_ID,P1_SITE_ID:3690,16112",https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca603.rwl,1430.0-1996.0,1522.0-1996.0,REMOVE,KEEP,MANUAL,choose FE23 with n>=8 replicates
52,3795,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/015_pages2k_Ocean2kHR_116_iso2k_CO96SWFB01A__52_3795.jpg,pages2k_Ocean2kHR_116,iso2k_CO96SWFB01A,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),Iso2k v1.0.1,Florida Bay,"Lignumvitae Basin, Florida Bay",24.93000030517578,24.91670036315918,-80.75,-80.75,-3.0,-5.0,coral,coral,d18O,d18O,http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:0::::P1_STUDY_ID:1886,https://www.ncdc.noaa.gov/paleo/study/1886,1824.0-1985.0,1824.0-1985.0,REMOVE,KEEP,MANUAL,choose iso2k for current OriginalDataURL
68,3865,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/016_pages2k_Arc_031_iso2k_IC09KANG01A__68_3865.jpg,pages2k_Arc_031,iso2k_IC09KANG01A,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),Iso2k v1.0.1,NGRIP1,NGRIP,75.0999984741211,75.0999984741211,-42.31999969482422,-42.31999969482422,2917.0,2917.0,glacier ice,glacier ice,d18O,d18O,https://www.ncdc.noaa.gov/paleo/study/2494,https://www.ncdc.noaa.gov/paleo/study/8700,1.0-1995.0,1.0-1995.0,KEEP,REMOVE,AUTO: IDENTICAL except for URLs and/or geo_siteName.,RECORDS IDENTICAL (identical data) except for URLs and/or site Name. Automatically choose #1.
75,967,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/017_pages2k_NAm_1396_FE23_northamerica_canada_cana153__75_967.jpg,pages2k_NAm_1396,FE23_northamerica_canada_cana153,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),FE23 (Breitenmoser et al. (2014)),Coppermine River,CoppermineRiver,67.19999694824219,67.23332977294922,-115.9000015258789,-115.91666412353516,213.0,213.0,tree,tree,TRW,TRW,https://www.ncdc.noaa.gov/paleo/study/3592,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana153.rwl,1428.0-1977.0,1508.0-1977.0,REMOVE,KEEP,MANUAL,choose FE23 with n>=8 replicates
81,2603,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/018_pages2k_NAm_2476_FE23_northamerica_usa_co553__81_2603.jpg,pages2k_NAm_2476,FE23_northamerica_usa_co553,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),FE23 (Breitenmoser et al. (2014)),Pike Peaks,PikePeaks,39.29999923706055,39.33333206176758,-105.0,-105.03333282470703,3600.0,3600.0,tree,tree,TRW,TRW,https://www.ncdc.noaa.gov/paleo/study/2842,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co553.rwl,1530.0-1983.0,1652.0-1983.0,REMOVE,KEEP,MANUAL,choose FE23 with n>=8 replicates
86,3481,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/019_pages2k_Ocean2kHR_007_ch2k_DA06MAF0178_35__86_3481.jpg,pages2k_Ocean2kHR_007,ch2k_DA06MAF0178_35,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),CoralHydro2k v1.0.0,Mafia,"Fungu Mrima Reef, Tanzania",-8.01669979095459,-8.01669979095459,39.5,39.5,-6.0,-6.0,coral,coral,d18O,d18O,https://www.ncdc.noaa.gov/paleo/study/10808,https://www.ncdc.noaa.gov/paleo/study/10808,1622.0-1998.1,1896.6-1998.1,KEEP,REMOVE,MANUAL,choose p2k time composite
86,3494,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/020_pages2k_Ocean2kHR_007_ch2k_DA06MAF02104_48__86_3494.jpg,pages2k_Ocean2kHR_007,ch2k_DA06MAF02104_48,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),CoralHydro2k v1.0.0,Mafia,"Fungu Mrima Reef, Tanzania",-8.01669979095459,-8.01669979095459,39.5,39.5,-6.0,-6.0,coral,coral,d18O,d18O,https://www.ncdc.noaa.gov/paleo/study/10808,https://www.ncdc.noaa.gov/paleo/study/10808,1622.0-1998.1,1622.0-1722.0,KEEP,REMOVE,MANUAL,choose p2k time composite
86,3740,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/021_pages2k_Ocean2kHR_007_iso2k_Ocean2kHR_007__86_3740.jpg,pages2k_Ocean2kHR_007,iso2k_Ocean2kHR_007,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),Iso2k v1.0.1,Mafia,"Mafia Archipelago, Tanzania",-8.01669979095459,-8.01669979095459,39.5,39.5,-6.0,-6.0,coral,coral,d18O,d18O,https://www.ncdc.noaa.gov/paleo/study/10808,https://www.ncdc.noaa.gov/paleo/study/10808,1622.0-1998.1,1622.0-1998.1,KEEP,REMOVE,AUTO: IDENTICAL except for URLs and/or geo_siteName.,RECORDS IDENTICAL (identical data) except for URLs and/or site Name. Automatically choose #1.
88,845,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/022_pages2k_NAm_916_FE23_northamerica_canada_cana002__88_845.jpg,pages2k_NAm_916,FE23_northamerica_canada_cana002,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),FE23 (Breitenmoser et al. (2014)),Fort Chimo (Merged),FortChimo(Merged),58.400001525878906,58.36666488647461,-68.4000015258789,-68.38333129882812,46.0,46.0,tree,tree,TRW,TRW,https://www.ncdc.noaa.gov/paleo/study/3263,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana002.rwl,1641.0-1974.0,1657.0-1974.0,REMOVE,KEEP,MANUAL,choose FE23 with n>=8 replicates
90,3458,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/023_pages2k_Ocean2kHR_172_ch2k_TU95MAD0124_12__90_3458.jpg,pages2k_Ocean2kHR_172,ch2k_TU95MAD0124_12,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),CoralHydro2k v1.0.0,"Madang Lagoon, Papua New Guinea","Madang Lagoon, Papua New Guinea",-5.21999979019165,-5.21999979019165,145.82000732421875,145.82000732421875,-3.0,-0.2,coral,coral,d18O,d18O,https://www.ncdc.noaa.gov/paleo/study/1844,https://www.ncdc.noaa.gov/paleo/study/1844,1922.5-1991.3,1922.5-1991.3,REMOVE,KEEP,MANUAL,choose more recent ch2k metadata 
90,3792,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/024_pages2k_Ocean2kHR_172_iso2k_Ocean2kHR_172__90_3792.jpg,pages2k_Ocean2kHR_172,iso2k_Ocean2kHR_172,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),Iso2k v1.0.1,"Madang Lagoon, Papua New Guinea","Madang, Papua New Guinea",-5.21999979019165,-5.21999979019165,145.82000732421875,145.82000732421875,-3.0,-3.0,coral,coral,d18O,d18O,https://www.ncdc.noaa.gov/paleo/study/1844,https://www.ncdc.noaa.gov/paleo/study/1844,1922.5-1991.3,1922.5-1991.3,REMOVE,REMOVE,AUTO: IDENTICAL except for URLs and/or geo_siteName.,RECORDS IDENTICAL (identical data) except for URLs and/or site Name. Automatically choose #1.
92,2485,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/025_pages2k_NAm_808_FE23_northamerica_usa_ca609__92_2485.jpg,pages2k_NAm_808,FE23_northamerica_usa_ca609,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),FE23 (Breitenmoser et al. (2014)),Fish Creek Trail (San Gorgonio),FishCreekTrail(SanGorgonio),34.099998474121094,34.11666488647461,-116.80000305175781,-116.80000305175781,2890.0,2890.0,tree,tree,TRW,TRW,https://www.ncdc.noaa.gov/paleo/study/2754,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca609.rwl,1534.0-1995.0,1708.0-1995.0,REMOVE,KEEP,MANUAL,choose FE23 with n>=8 replicates
95,3931,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/026_pages2k_Arc_011_iso2k_IC97GRGI01A__95_3931.jpg,pages2k_Arc_011,iso2k_IC97GRGI01A,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),Iso2k v1.0.1,GISP2,GISP2,72.0999984741211,72.5999984741211,-38.08000183105469,-38.5,3200.0,3200.0,glacier ice,glacier ice,d18O,d18O,https://www.ncdc.noaa.gov/paleo/study/17796,https://www.ncdc.noaa.gov/paleo/study/17796,818.0-1987.0,818.0-1987.0,REMOVE,KEEP,MANUAL,choose more recent iso2k metadata 
98,3930,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/027_pages2k_Ant_024_iso2k_IC96MOSS01A__98_3930.jpg,pages2k_Ant_024,iso2k_IC96MOSS01A,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),Iso2k v1.0.1,Siple Station,Siple Station,-75.91999816894531,-75.91999816894531,-84.25,-84.25,1054.0,1054.0,glacier ice,glacier ice,d18O,d18O,this study,www.ncdc.noaa.gov/paleo-search/study/27330,1417.0-1983.0,1417.0-1983.0,KEEP,REMOVE,AUTO: IDENTICAL except for URLs and/or geo_siteName.,RECORDS IDENTICAL (identical data) except for URLs and/or site Name. Automatically choose #1.
108,4145,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/028_pages2k_NAm_3870_iso2k_SP12ERUS01A__108_4145.jpg,pages2k_NAm_3870,iso2k_SP12ERUS01A,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),Iso2k v1.0.1,Oregon Caves National Monument,Oregon Caves,42.08300018310547,42.097999572753906,-123.41600036621094,-123.4072036743164,1200.0,1300.0,speleothem,speleothem,d18O,d18O,https://www.ncdc.noaa.gov/paleo/study/13543,https://www.ncdc.noaa.gov/paleo/study/13543,3.0-1716.0,3.0-1716.0,REMOVE,KEEP,MANUAL,choose more recent iso2k metadata 
108,4492,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/029_pages2k_NAm_3870_sisal_294.0_194__108_4492.jpg,pages2k_NAm_3870,sisal_294.0_194,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),SISAL v3,Oregon Caves National Monument,Oregon caves national monument,42.08300018310547,42.09809875488281,-123.41600036621094,-123.4072036743164,1200.0,1300.0,speleothem,speleothem,d18O,d18O,https://www.ncdc.noaa.gov/paleo/study/13543,['10.1038/ncomms2222'],3.0-1716.0,3.0-1715.7,REMOVE,REMOVE,MANUAL,choose p2k for OriginalDataURL
109,1743,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/030_pages2k_Asia_162_FE23_asia_mong006__109_1743.jpg,pages2k_Asia_162,FE23_asia_mong006,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),FE23 (Breitenmoser et al. (2014)),MONG006,ZuunMod,47.779998779296875,47.78333282470703,107.5,107.5,3050.0,1415.0,tree,tree,TRW,TRW,https://www.ncdc.noaa.gov/paleo/study/12652,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong006.rwl,1582.0-1996.0,1589.0-1996.0,REMOVE,KEEP,MANUAL,choose FE23 with n>=8 replicates
114,4250,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/031_pages2k_Ant_027_iso2k_IC11BEVL01A__114_4250.jpg,pages2k_Ant_027,iso2k_IC11BEVL01A,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),Iso2k v1.0.1,VLG,VLG,-77.3302001953125,-77.33000183105469,162.533203125,162.52999877929688,625.0,626.0,glacier ice,glacier ice,d2H,d2H,https://doi.pangaea.de/10.1594/PANGAEA.866368,https://doi.pangaea.de/10.1594/pangaea.866368,1140.0-2000.0,1140.0-2000.0,KEEP,REMOVE,AUTO: IDENTICAL except for URLs and/or geo_siteName.,RECORDS IDENTICAL (perfect correlation) except for URLs and/or site Name. Automatically choose #1.
116,3588,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/032_pages2k_Ocean2kHR_164_ch2k_FE09OGA01306_142__116_3588.jpg,pages2k_Ocean2kHR_164,ch2k_FE09OGA01306_142,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),CoralHydro2k v1.0.0,Miyanohama,"Ogasawara Islands, Japan",27.105899810791016,27.105899810791016,142.19410705566406,142.19410705566406,-5.6,-3.9,coral,coral,Sr/Ca,Sr/Ca,http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:8608,https://doi.pangaea.de/10.1594/PANGAEA.743953,1872.2-1994.9,1872.2-1994.9,REMOVE,KEEP,MANUAL,choose ch2k for OriginalDataURL
117,3587,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/dod2k/dup_detection/033_pages2k_Ocean2kHR_163_ch2k_FE09OGA01304_141__117_3587.jpg,pages2k_Ocean2kHR_163,ch2k_FE09OGA01304_141,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),CoralHydro2k v1.0.0,Miyanohama,"Ogasawara Islands, Japan",27.105899810791016,27.105899810791016,142.19410705566406,142.19410705566406,-5.6,-3.9,coral,coral,d18O,d18O,http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:8608,https://doi.pangaea.de/10.1594/PANGAEA.743953,1872.2-1994.9,1872.2-1994.9,REMOVE,KEEP,MANUAL,choose ch2k for OriginalDataURL
